genotype,stratify_by,signal,quartile,position,mean,sem,n
DHX36KO,G4_quartile,S9.6 (R-loop),Q1,-545.4545454545455,0.5497262361503154,0.024870892543899657,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q1,-505.0505050505051,0.5442250875384421,0.0245169098856667,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q1,-464.64646464646466,0.5430318365636122,0.024397917127759183,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q1,-424.24242424242425,0.534046061067046,0.023849883657012617,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q1,-383.83838383838383,0.5261547968860047,0.024068073581564448,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q1,-343.43434343434365,0.5460973043225599,0.02448905343569522,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q1,-303.03030303030323,0.5538010630569562,0.0240617644509378,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q1,-262.6262626262628,0.572855735465392,0.02475246044448155,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q1,-222.2222222222224,0.5749562716183751,0.02511994845869481,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q1,-181.81818181818198,0.5815031451588788,0.025558346420864946,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q1,-141.41414141414157,0.5787163172308863,0.02589330856578743,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q1,-101.01010101010115,0.5843851388588123,0.026046345660837664,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q1,-60.60606060606074,0.5823922904318507,0.02582226858426832,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q1,-20.20202020202032,0.5662302771496677,0.0249824628980738,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q1,20.202020202020094,0.5662357006194155,0.024890177278581154,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q1,60.60606060606051,0.5594050588676597,0.024857623187522566,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q1,101.0101010101007,0.5397252491773421,0.023976878886309293,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q1,141.41414141414134,0.5475577587843868,0.024121957987991445,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q1,181.81818181818153,0.5655373035335752,0.024641818265536065,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q1,222.22222222222217,0.5725815314626744,0.025040889345163138,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q1,262.62626262626236,0.5797533528005133,0.025353361578539096,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q1,303.030303030303,0.5698714782184622,0.025108374681541566,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q1,343.4343434343432,0.563135292084195,0.024919690141417473,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q1,383.83838383838383,0.557374812215537,0.02519436395082265,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q1,424.242424242424,0.5449283754585255,0.024398069990871955,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q1,464.64646464646466,0.5346942510495465,0.023574951050671134,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q1,505.05050505050485,0.5449490552520124,0.02339292867409528,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q1,545.4545454545455,0.5524310564286204,0.023593717804009106,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q1,585.8585858585857,0.5396346154632123,0.0232104954181556,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q1,626.2626262626259,0.5472708328210316,0.024000406403465794,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q1,666.6666666666665,0.5490911000747861,0.02430992566085418,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q1,707.0707070707067,0.5446188815416186,0.023872377923002567,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q1,747.4747474747473,0.5413134226472336,0.02429376282855779,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q1,787.8787878787875,0.5434450590731278,0.024208804836393268,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q1,828.2828282828282,0.5503375528382703,0.024192216647345954,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q1,868.6868686868684,0.5587413509174503,0.02456403714888811,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q1,909.090909090909,0.5658112140392234,0.025324221122191605,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q1,949.4949494949492,0.5696426957515144,0.025527014369088715,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q1,989.8989898989898,0.5696096376798554,0.025160412481917385,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q1,1030.30303030303,0.5650631105530425,0.025267584068272116,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q1,1070.7070707070707,0.5518242639931583,0.02519419964338396,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q1,1111.1111111111109,0.556227856955414,0.02578245716140389,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q1,1151.5151515151515,0.5427910687276412,0.024276972350012797,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q1,1191.9191919191917,0.5509415295313814,0.02447301786548356,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q1,1232.3232323232323,0.5490022165934854,0.024758656188195734,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q1,1272.7272727272725,0.5438718573820424,0.02414909017945491,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q1,1313.1313131313127,0.5402235431592805,0.024028637015291406,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q1,1353.5353535353534,0.5402400659610094,0.02351193649097613,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q1,1393.9393939393935,0.5490923989401099,0.023896843220952747,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q1,1434.3434343434342,0.5473283446244454,0.02395443975087293,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q1,1474.7474747474744,0.5638413533425877,0.024522499712473486,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q1,1515.151515151515,0.5786958209112716,0.024796079612470667,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q1,1555.5555555555552,0.59266932329775035,0.025283286522354988,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q1,1595.9595959595958,0.6050022283042451,0.025359336370347783,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q1,1636.363636363636,0.595429696323982,0.02529353537774415,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q1,1676.7676767676767,0.5993743416435606,0.025514960986955257,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q1,1717.1717171717169,0.6271452197636224,0.026156734345860657,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q1,1757.5757575757575,0.6250763499145233,0.02601985617287776,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q1,1797.9797979797977,0.6266434702752848,0.02564696337805472,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q1,1838.3838383838383,0.6428520003806985,0.026012104391316442,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q1,1878.7878787878785,0.6425526426528709,0.02610321076938605,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q1,1919.1919191919187,0.6467391798214734,0.026538870140738167,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q1,1959.5959595959594,0.6225861180241504,0.026245349937507316,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q1,2000,0.6399956289630914,0.026550099057739102,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q2,-2000,0.7204541341098841,0.028285788579488172,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q2,-1959.5959595959596,0.7321854368685915,0.0291461780178158,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q2,-1919.1919191919192,0.7340889900279073,0.02946426806822765,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q2,-1878.7878787878788,0.7358431041365425,0.029700749267313524,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q2,-1838.3838383838383,0.7237083713424365,0.028593513705661527,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q2,-1797.979797979798,0.7131389090361194,0.027918458160273628,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q2,-1757.5757575757575,0.7209419773121656,0.02733037037389671,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q2,-1717.1717171717173,0.7058017893373777,0.027151723776631793,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q2,-1676.7676767676767,0.7088898287547661,0.02777303458427962,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q2,-1636.3636363636365,0.714442188529562,0.02790514985624566,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q2,-1595.9595959595958,0.7042188129438907,0.027291558288953188,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q2,-1555.5555555555557,0.7019081649247136,0.02697881335821296,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q2,-1515.1515151515152,0.7037124853585033,0.02752552937412385,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q2,-1474.7474747474748,0.7061093836072978,0.02782097895982838,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q2,-1434.3434343434344,0.6860503054467669,0.027562029137680428,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q2,-1393.939393939394,0.6882264011968454,0.028178591758418588,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q2,-1353.5353535353536,0.7117381332330097,0.028913242689019666,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q2,-1313.1313131313132,0.7456277989810411,0.029638526278144988,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q2,-1272.7272727272727,0.7548686007433069,0.029888564316777496,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q2,-1232.3232323232323,0.7943585385483444,0.04089705942900893,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q2,-1191.919191919192,0.8061725106602413,0.05196623514346552,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q2,-1151.5151515151515,0.7621677382800328,0.03289041182610502,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q2,-1111.1111111111113,0.7499476143601398,0.028893483329841298,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q2,-1070.7070707070707,0.7557004641338025,0.029365193720175087,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q2,-1030.3030303030305,0.7556254812472678,0.0300074601539676,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q2,-989.89898989899,0.7392855443307331,0.029651016250990217,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q2,-949.4949494949497,0.7302008854281741,0.029027194381463648,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q2,-909.0909090909092,0.7324831478619126,0.02944924126778289,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q2,-868.6868686868688,0.7390142889015009,0.02992354815663109,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q2,-828.2828282828284,0.7429192790414091,0.03029493214303594,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q2,-787.878787878788,0.7179058896035553,0.029399879148756795,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q2,-747.4747474747476,0.7122986165238642,0.028807789164016977,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q2,-707.0707070707072,0.7190208775033088,0.028768350082494037,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q2,-666.6666666666667,0.7156772445061115,0.028815159250190563,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q2,-626.2626262626263,0.7173287462133096,0.029004316928480565,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q2,-585.8585858585859,0.7251684518382292,0.02874630129437603,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q2,-545.4545454545455,0.7305771317915734,0.02857583208475733,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q2,-505.0505050505051,0.7091071299885716,0.027767399379169538,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q2,-464.64646464646466,0.6867243329077122,0.027749403591078168,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q2,-424.24242424242425,0.6589834020893955,0.027814142670591332,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q2,-383.83838383838383,0.6386437746840714,0.026893139755693487,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q2,-343.43434343434365,0.640746563435157,0.026420458609680342,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q2,-303.03030303030323,0.6699370262079045,0.027221924708473837,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q2,-262.6262626262628,0.6694430920224161,0.02716443378164128,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q2,-222.2222222222224,0.7017601624779318,0.0273911847823671,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q2,-181.81818181818198,0.7157292787616015,0.02730030376012602,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q2,-141.41414141414157,0.7125895179959723,0.02655986590500068,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q2,-101.01010101010115,0.7140995532844967,0.026603719993620437,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q2,-60.60606060606074,0.7327798584811525,0.027095313433012733,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q2,-20.20202020202032,0.7438823496364959,0.02808668503063898,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q2,20.202020202020094,0.7253362666242645,0.027663603603480417,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q2,60.60606060606051,0.7058096300646448,0.026854815472771288,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q2,101.0101010101007,0.6999957452179411,0.027513648473035508,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q2,141.41414141414134,0.7016729567900588,0.027792129887509093,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q2,181.81818181818153,0.6946461163813189,0.028324750834667716,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q2,222.22222222222217,0.6905024737072127,0.0289924705258533,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q2,262.62626262626236,0.7038136237141315,0.02975654822072697,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q2,303.030303030303,0.7127933387805617,0.029856076992604272,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q2,343.4343434343432,0.7080871292471229,0.028290959406428343,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q2,383.83838383838383,0.7129250402884589,0.027899690801599743,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q2,424.242424242424,0.7052052181121344,0.027841934698180103,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q2,464.64646464646466,0.6885806334619377,0.02733436973012265,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q2,505.05050505050485,0.6712687098215562,0.026795825523506702,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q2,545.4545454545455,0.6738801805991674,0.02673774699715559,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q2,585.8585858585857,0.680289748207307,0.026968699918446786,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q2,626.2626262626259,0.6737170211998873,0.02701497395445533,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q2,666.6666666666665,0.6847077412144447,0.02748022884399471,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q2,707.0707070707067,0.6990568988553088,0.02747004010849232,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q2,747.4747474747473,0.6980209549733616,0.02746560203547778,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q2,787.8787878787875,0.7070471652316459,0.028022511109472247,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q2,828.2828282828282,0.72505911855833,0.028335970085949794,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q2,868.6868686868684,0.7020020483907918,0.027583766603626887,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q2,909.090909090909,0.7020677345293447,0.027858401829617862,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q2,949.4949494949492,0.6913948435099186,0.02763498923179434,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q2,989.8989898989898,0.6994951660281004,0.02796155444036604,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q2,1030.30303030303,0.7048210042544468,0.028201586325665468,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q2,1070.7070707070707,0.6996821251988199,0.028086447392522723,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q2,1111.1111111111109,0.70222089492472,0.028021298126678515,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q2,1151.5151515151515,0.7109694873547671,0.028075362122357117,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q2,1191.9191919191917,0.702946953594355,0.02785139417043467,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q2,1232.3232323232323,0.7060293434867546,0.02778792300026012,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q2,1272.7272727272725,0.6929631615377012,0.026700031111719248,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q2,1313.1313131313127,0.7094538466322539,0.02743202180193873,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q2,1353.5353535353534,0.7073712809623085,0.027697746936278564,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q2,1393.9393939393935,0.7373427074346115,0.028067065409987716,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q2,1434.3434343434342,0.7462344805496796,0.028267844311171103,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q2,1474.7474747474744,0.7440154057476475,0.028376490290705717,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q2,1515.151515151515,0.7543476730931133,0.029419424538266705,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q2,1555.5555555555552,0.7521464083550623,0.029407757033511596,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q2,1595.9595959595958,0.7466660137967847,0.029261148791014047,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q2,1636.363636363636,0.7412969515710622,0.02964938769821486,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q2,1676.7676767676767,0.728901822847945,0.02971741232717461,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q2,1717.1717171717169,0.7273949434128658,0.029804815432268737,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q2,1757.5757575757575,0.6967729150377299,0.028214746109831365,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q2,1797.9797979797977,0.6847547524691276,0.02715606169886848,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q2,1838.3838383838383,0.7174894688366562,0.027310796698557762,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q2,1878.7878787878785,0.7249748618497984,0.02745634604621808,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q2,1919.1919191919187,0.750078780509593,0.02821070242387236,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q2,1959.5959595959594,0.7702504579494609,0.028733359020434383,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q2,2000,0.7671563743769807,0.029253200773263988,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q3,-2000,0.842688567813364,0.03452221664417401,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q3,-1959.5959595959596,0.829884891656957,0.033408620758902476,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q3,-1919.1919191919192,0.8167816687449474,0.032501161399166145,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q3,-1878.7878787878788,0.8245547518010867,0.03113030426061908,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q3,-1838.3838383838383,0.8286718826700235,0.031325137506002396,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q3,-1797.979797979798,0.8302286461148073,0.032118177021566496,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q3,-1757.5757575757575,0.8212265629490549,0.03222631961802613,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q3,-1717.1717171717173,0.818541563942818,0.03203293113131927,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q3,-1676.7676767676767,0.8090920998013381,0.032577458985340355,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q3,-1636.3636363636365,0.7932204375657944,0.03166997762786304,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q3,-1595.9595959595958,0.7743039672499222,0.030392503812975435,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q3,-1555.5555555555557,0.7857506523344883,0.029433335853514132,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q3,-1515.1515151515152,0.7763014378974421,0.029339017458334303,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q3,-1474.7474747474748,0.7718502426009801,0.030165418694254216,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q3,-1434.3434343434344,0.7890283885660571,0.030675265136012774,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q3,-1393.939393939394,0.7811230930069882,0.03055790207620959,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q3,-1353.5353535353536,0.7889975561288146,0.030871313897393712,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q3,-1313.1313131313132,0.7884897282657696,0.030501483905824005,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q3,-1272.7272727272727,0.7501214994316797,0.029266224097097084,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q3,-1232.3232323232323,0.7380927204649019,0.02933403129586068,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q3,-1191.919191919192,0.7278118524117082,0.028766536174541644,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q3,-1151.5151515151515,0.722224661309327,0.028924407564876048,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q3,-1111.1111111111113,0.7103196189666103,0.028932435799496635,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q3,-1070.7070707070707,0.6972518292065978,0.028445500221348587,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q3,-1030.3030303030305,0.7029143568272069,0.028552592050509373,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q3,-989.89898989899,0.6793796628406226,0.02754006146018107,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q3,-949.4949494949497,0.6904902461478382,0.027038285176247387,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q3,-909.0909090909092,0.7088011755218221,0.027226224695380403,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q3,-868.6868686868688,0.7295634816822497,0.02793262450961098,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q3,-828.2828282828284,0.7585915705488078,0.029455434967890978,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q3,-787.878787878788,0.7614297479152162,0.029796302588567483,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q3,-747.4747474747476,0.7405812600253275,0.028657678885948473,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q3,-707.0707070707072,0.7596147965370628,0.029419158119767082,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q3,-666.6666666666667,0.7342662187599546,0.029334542865132575,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q3,-626.2626262626263,0.7169050313295495,0.028047231772586938,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q3,-585.8585858585859,0.7210491101341819,0.027859381704209867,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q3,-545.4545454545455,0.7299828259286275,0.028204216901784238,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q3,-505.0505050505051,0.7126425116229239,0.027241013455781525,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q3,-464.64646464646466,0.7132570024177491,0.027026794813042234,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q3,-424.24242424242425,0.7154498594839854,0.027518326763077073,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q3,-383.83838383838383,0.7035420750359807,0.027035569822304914,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q3,-343.43434343434365,0.7084705919000838,0.027441102924788775,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q3,-303.03030303030323,0.7272374443588143,0.028044149114581546,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q3,-262.6262626262628,0.7067121515295388,0.028142441876838047,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q3,-222.2222222222224,0.7161076085356363,0.02809974237215696,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q3,-181.81818181818198,0.7373554842756495,0.028492968103130636,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q3,-141.41414141414157,0.7514616633459473,0.02891855893814571,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q3,-101.01010101010115,0.7504790555835912,0.028303601762168628,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q3,-60.60606060606074,0.7539841530834052,0.027921843904449368,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q3,-20.20202020202032,0.7459752917759309,0.027888203044166764,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q3,20.202020202020094,0.7313761181600047,0.027533364888185773,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q3,60.60606060606051,0.709127646117081,0.027102758564038428,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q3,101.0101010101007,0.7025685278214481,0.027068855319404173,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q3,141.41414141414134,0.7174225438809364,0.02744081265256484,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q3,181.81818181818153,0.7420126181648682,0.028040356475571234,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q3,222.22222222222217,0.7463387924430066,0.02841349387142941,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q3,262.62626262626236,0.747980818834179,0.028662328723079375,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q3,303.030303030303,0.7513051102858772,0.029002876816127867,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q3,343.4343434343432,0.7405384201538032,0.028969601553205895,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q3,383.83838383838383,0.7469201856720076,0.0290596070719147,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q3,424.242424242424,0.7184317967188106,0.028448458295301415,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q3,464.64646464646466,0.708875733575596,0.02800991769985288,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q3,505.05050505050485,0.7136103971656481,0.028158688123484047,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q3,545.4545454545455,0.7162898301013518,0.02886404319531804,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q3,585.8585858585857,0.7102553078395382,0.028322928198446843,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q3,626.2626262626259,0.7321635938935909,0.02904368992697582,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q3,666.6666666666665,0.7383201285114283,0.02967529665584942,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q3,707.0707070707067,0.7410484048412642,0.0294864394697024,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q3,747.4747474747473,0.7321929305280194,0.02891472861389835,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q3,787.8787878787875,0.7240268196762573,0.02802842276581209,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q3,828.2828282828282,0.7128453235839974,0.027567775396415407,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q3,868.6868686868684,0.7159066961515334,0.027665706227390983,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q3,909.090909090909,0.7244685135646183,0.027562016812212008,6117
DHX36KO,G4_quartile,S9.6 (R-loop),Q3,949.4949494949492,0.7352254752072269,0.028216823398910313,6117
