genotype,stratify_by,signal,quartile,position,mean,sem,n
WT,G4_quartile,S9.6 (R-loop),Q3,141.41414141414134,0.7322179317433813,0.027744502044421183,6117
WT,G4_quartile,S9.6 (R-loop),Q3,181.81818181818153,0.7534231288907571,0.028373525325572725,6117
WT,G4_quartile,S9.6 (R-loop),Q3,222.22222222222217,0.7671063898758732,0.02885369563586914,6117
WT,G4_quartile,S9.6 (R-loop),Q3,262.62626262626236,0.7572960718699157,0.02891687484961363,6117
WT,G4_quartile,S9.6 (R-loop),Q3,303.030303030303,0.7378066678182034,0.02898019244436081,6117
WT,G4_quartile,S9.6 (R-loop),Q3,343.4343434343432,0.720438162114545,0.028426189647315254,6117
WT,G4_quartile,S9.6 (R-loop),Q3,383.83838383838383,0.7091888816091348,0.028170425659762258,6117
WT,G4_quartile,S9.6 (R-loop),Q3,424.242424242424,0.701983589003563,0.027681807895902934,6117
WT,G4_quartile,S9.6 (R-loop),Q3,464.64646464646466,0.6754379238904574,0.026703273441494996,6117
WT,G4_quartile,S9.6 (R-loop),Q3,505.05050505050485,0.6797423967875477,0.027212347141261257,6117
WT,G4_quartile,S9.6 (R-loop),Q3,545.4545454545455,0.6843226562755329,0.0270465757175732,6117
WT,G4_quartile,S9.6 (R-loop),Q3,585.8585858585857,0.6692050927605057,0.02602885155187066,6117
WT,G4_quartile,S9.6 (R-loop),Q3,626.2626262626259,0.6812335490133039,0.025862384784875656,6117
WT,G4_quartile,S9.6 (R-loop),Q3,666.6666666666665,0.6805906136873076,0.025972725311809372,6117
WT,G4_quartile,S9.6 (R-loop),Q3,707.0707070707067,0.6608286729845753,0.02583906505280987,6117
WT,G4_quartile,S9.6 (R-loop),Q3,747.4747474747473,0.6661624346997413,0.0268487917275294,6117
WT,G4_quartile,S9.6 (R-loop),Q3,787.8787878787875,0.6433160872988218,0.02668728922058898,6117
WT,G4_quartile,S9.6 (R-loop),Q3,828.2828282828282,0.6456123907801385,0.026781668101488187,6117
WT,G4_quartile,S9.6 (R-loop),Q3,868.6868686868684,0.6665895058281878,0.026424844615911842,6117
WT,G4_quartile,S9.6 (R-loop),Q3,909.090909090909,0.6655967007113682,0.026170347183168005,6117
WT,G4_quartile,S9.6 (R-loop),Q3,949.4949494949492,0.6688235682652788,0.026548245016449337,6117
WT,G4_quartile,S9.6 (R-loop),Q3,989.8989898989898,0.6862710489735875,0.02724755183559738,6117
WT,G4_quartile,S9.6 (R-loop),Q3,1030.30303030303,0.6984161058788922,0.02727939263187686,6117
WT,G4_quartile,S9.6 (R-loop),Q3,1070.7070707070707,0.6874295222674865,0.026858724687717238,6117
WT,G4_quartile,S9.6 (R-loop),Q3,1111.1111111111109,0.7028117521886971,0.02725317071816605,6117
WT,G4_quartile,S9.6 (R-loop),Q3,1151.5151515151515,0.7120094422692798,0.02782070130604282,6117
WT,G4_quartile,S9.6 (R-loop),Q3,1191.9191919191917,0.714266703744413,0.0279706819822921,6117
WT,G4_quartile,S9.6 (R-loop),Q3,1232.3232323232323,0.7299815865522532,0.028075391254055657,6117
WT,G4_quartile,S9.6 (R-loop),Q3,1272.7272727272725,0.7350340163265587,0.02816353066140976,6117
WT,G4_quartile,S9.6 (R-loop),Q3,1313.1313131313127,0.7338764962876291,0.02841798587933328,6117
WT,G4_quartile,S9.6 (R-loop),Q3,1353.5353535353534,0.7529992273071892,0.028657017487639682,6117
WT,G4_quartile,S9.6 (R-loop),Q3,1393.9393939393935,0.7513604937632461,0.029269427061739746,6117
WT,G4_quartile,S9.6 (R-loop),Q3,1434.3434343434342,0.7366165806327553,0.028962512399344054,6117
WT,G4_quartile,S9.6 (R-loop),Q3,1474.7474747474744,0.722913994379402,0.028437314869907415,6117
WT,G4_quartile,S9.6 (R-loop),Q3,1515.151515151515,0.7247765371363244,0.02857719415865739,6117
WT,G4_quartile,S9.6 (R-loop),Q3,1555.5555555555552,0.7503222591492807,0.02908635857904516,6117
WT,G4_quartile,S9.6 (R-loop),Q3,1595.9595959595958,0.7293306917377206,0.02901373513922079,6117
WT,G4_quartile,S9.6 (R-loop),Q3,1636.363636363636,0.7186806752861675,0.02952606040332085,6117
WT,G4_quartile,S9.6 (R-loop),Q3,1676.7676767676767,0.7364232867012735,0.02980653460659412,6117
WT,G4_quartile,S9.6 (R-loop),Q3,1717.1717171717169,0.7573758917535243,0.030310869325530773,6117
WT,G4_quartile,S9.6 (R-loop),Q3,1757.5757575757575,0.7412265191824263,0.029362357704201293,6117
WT,G4_quartile,S9.6 (R-loop),Q3,1797.9797979797977,0.7332558825467241,0.028491621363886457,6117
WT,G4_quartile,S9.6 (R-loop),Q3,1838.3838383838383,0.7262467069203252,0.028225265867966386,6117
WT,G4_quartile,S9.6 (R-loop),Q3,1878.7878787878785,0.721432967125063,0.027832974281085034,6117
WT,G4_quartile,S9.6 (R-loop),Q3,1919.1919191919187,0.7306937265463599,0.02845198841907913,6117
WT,G4_quartile,S9.6 (R-loop),Q3,1959.5959595959594,0.7524826540784405,0.028650382864488406,6117
WT,G4_quartile,S9.6 (R-loop),Q3,2000,0.7622349381332398,0.028582012692294063,6117
WT,G4_quartile,S9.6 (R-loop),Q4,-2000,1.5430050036137553,0.06510813971933781,6117
WT,G4_quartile,S9.6 (R-loop),Q4,-1959.5959595959596,1.5546674093096382,0.06376844609488529,6117
WT,G4_quartile,S9.6 (R-loop),Q4,-1919.1919191919192,1.5692369639598795,0.06287205040160689,6117
WT,G4_quartile,S9.6 (R-loop),Q4,-1878.7878787878788,1.6001351425716155,0.06326169993814777,6117
WT,G4_quartile,S9.6 (R-loop),Q4,-1838.3838383838383,1.6068049633731416,0.0639795290148781,6117
WT,G4_quartile,S9.6 (R-loop),Q4,-1797.979797979798,1.639346988661113,0.0653392405827667,6117
WT,G4_quartile,S9.6 (R-loop),Q4,-1757.5757575757575,1.6218733963258212,0.06479934826240014,6117
WT,G4_quartile,S9.6 (R-loop),Q4,-1717.1717171717173,1.6174446447080024,0.06535273047812243,6117
WT,G4_quartile,S9.6 (R-loop),Q4,-1676.7676767676767,1.670552225271286,0.06911833793572415,6117
WT,G4_quartile,S9.6 (R-loop),Q4,-1636.3636363636365,1.6818567230218269,0.07148700339696726,6117
WT,G4_quartile,S9.6 (R-loop),Q4,-1595.9595959595958,1.6918923819589249,0.07052399172104504,6117
WT,G4_quartile,S9.6 (R-loop),Q4,-1555.5555555555557,1.6969295540519267,0.06759103516904601,6117
WT,G4_quartile,S9.6 (R-loop),Q4,-1515.1515151515152,1.6943078419663122,0.0661285514975517,6117
WT,G4_quartile,S9.6 (R-loop),Q4,-1474.7474747474748,1.7106280707233794,0.06629639520456852,6117
WT,G4_quartile,S9.6 (R-loop),Q4,-1434.3434343434344,1.71945855902632,0.0682028297449242,6117
WT,G4_quartile,S9.6 (R-loop),Q4,-1393.939393939394,1.6983182950968911,0.0681441472446631,6117
WT,G4_quartile,S9.6 (R-loop),Q4,-1353.5353535353536,1.6999518839567231,0.0690089345765115,6117
WT,G4_quartile,S9.6 (R-loop),Q4,-1313.1313131313132,1.7201090571175652,0.0741036513638498,6117
WT,G4_quartile,S9.6 (R-loop),Q4,-1272.7272727272727,1.7546912024312602,0.07513413093705439,6117
WT,G4_quartile,S9.6 (R-loop),Q4,-1232.3232323232323,1.800492306491632,0.07834608775842972,6117
WT,G4_quartile,S9.6 (R-loop),Q4,-1191.919191919192,1.79471292810565,0.07870532984189801,6117
WT,G4_quartile,S9.6 (R-loop),Q4,-1151.5151515151515,1.7928222865872585,0.08119865502663227,6117
WT,G4_quartile,S9.6 (R-loop),Q4,-1111.1111111111113,1.77613006676238,0.08237293047668001,6117
WT,G4_quartile,S9.6 (R-loop),Q4,-1070.7070707070707,1.7946200378655812,0.0858887547601104,6117
WT,G4_quartile,S9.6 (R-loop),Q4,-1030.3030303030305,1.82271143912345,0.08870845774757809,6117
WT,G4_quartile,S9.6 (R-loop),Q4,-989.89898989899,1.8291689741312713,0.09381693600100427,6117
WT,G4_quartile,S9.6 (R-loop),Q4,-949.4949494949497,1.836821233961342,0.09425295774266433,6117
WT,G4_quartile,S9.6 (R-loop),Q4,-909.0909090909092,1.8542391206256583,0.09170926267873909,6117
WT,G4_quartile,S9.6 (R-loop),Q4,-868.6868686868688,1.8460064275935568,0.08116061742881621,6117
WT,G4_quartile,S9.6 (R-loop),Q4,-828.2828282828284,1.8396147905290898,0.07080430693278351,6117
WT,G4_quartile,S9.6 (R-loop),Q4,-787.878787878788,1.8604735796462455,0.07062138828446862,6117
WT,G4_quartile,S9.6 (R-loop),Q4,-747.4747474747476,1.8932347402507468,0.0734427372524283,6117
WT,G4_quartile,S9.6 (R-loop),Q4,-707.0707070707072,1.8939360631075426,0.07764043849894037,6117
WT,G4_quartile,S9.6 (R-loop),Q4,-666.6666666666667,1.9104236811223292,0.07948029356665168,6117
WT,G4_quartile,S9.6 (R-loop),Q4,-626.2626262626263,1.9398622080186991,0.07860187348813108,6117
WT,G4_quartile,S9.6 (R-loop),Q4,-585.8585858585859,1.948586220234494,0.07888813947970003,6117
WT,G4_quartile,S9.6 (R-loop),Q4,-545.4545454545455,1.9827961270237717,0.07922371294311543,6117
WT,G4_quartile,S9.6 (R-loop),Q4,-505.0505050505051,2.095969099453108,0.08556582204635635,6117
WT,G4_quartile,S9.6 (R-loop),Q4,-464.64646464646466,2.184838054733207,0.0932319358719117,6117
WT,G4_quartile,S9.6 (R-loop),Q4,-424.24242424242425,2.2837975992601103,0.09997170286024724,6117
WT,G4_quartile,S9.6 (R-loop),Q4,-383.83838383838383,2.3625044234297112,0.10403648954510072,6117
WT,G4_quartile,S9.6 (R-loop),Q4,-343.43434343434365,2.521607194496684,0.11431433916220203,6117
WT,G4_quartile,S9.6 (R-loop),Q4,-303.03030303030323,2.7087889841413415,0.12887111446564614,6117
WT,G4_quartile,S9.6 (R-loop),Q4,-262.6262626262628,2.9327763096395603,0.1449065634364079,6117
WT,G4_quartile,S9.6 (R-loop),Q4,-222.2222222222224,3.1956787747272317,0.1673985930003324,6117
WT,G4_quartile,S9.6 (R-loop),Q4,-181.81818181818198,3.4070803068973183,0.18534435778221103,6117
WT,G4_quartile,S9.6 (R-loop),Q4,-141.41414141414157,3.591340393844825,0.19709158270967886,6117
WT,G4_quartile,S9.6 (R-loop),Q4,-101.01010101010115,3.7746974338577335,0.20375442234660385,6117
WT,G4_quartile,S9.6 (R-loop),Q4,-60.60606060606074,3.865627747123076,0.20793979555386466,6117
WT,G4_quartile,S9.6 (R-loop),Q4,-20.20202020202032,3.876872867168237,0.20326517087034607,6117
WT,G4_quartile,S9.6 (R-loop),Q4,20.202020202020094,3.8463562814948493,0.19553541291924473,6117
WT,G4_quartile,S9.6 (R-loop),Q4,60.60606060606051,3.7580489194689695,0.18432720134998512,6117
WT,G4_quartile,S9.6 (R-loop),Q4,101.0101010101007,3.655986827706434,0.1770281241517691,6117
WT,G4_quartile,S9.6 (R-loop),Q4,141.41414141414134,3.579984555216336,0.17704540534074079,6117
WT,G4_quartile,S9.6 (R-loop),Q4,181.81818181818153,3.4220531174294098,0.17295976173838484,6117
WT,G4_quartile,S9.6 (R-loop),Q4,222.22222222222217,3.2266378751527194,0.16298831699490013,6117
WT,G4_quartile,S9.6 (R-loop),Q4,262.62626262626236,3.0606424682521625,0.1461239118449222,6117
WT,G4_quartile,S9.6 (R-loop),Q4,303.030303030303,2.9094182935959396,0.13619796641468987,6117
WT,G4_quartile,S9.6 (R-loop),Q4,343.4343434343432,2.7334280219222378,0.12076623633788973,6117
WT,G4_quartile,S9.6 (R-loop),Q4,383.83838383838383,2.5666476414464254,0.1071173733255212,6117
WT,G4_quartile,S9.6 (R-loop),Q4,424.242424242424,2.458644630350644,0.10119475262686126,6117
WT,G4_quartile,S9.6 (R-loop),Q4,464.64646464646466,2.3833354215043503,0.09734992451597488,6117
WT,G4_quartile,S9.6 (R-loop),Q4,505.05050505050485,2.316061740944334,0.09544363081111248,6117
WT,G4_quartile,S9.6 (R-loop),Q4,545.4545454545455,2.2665765062012526,0.09391584853527778,6117
WT,G4_quartile,S9.6 (R-loop),Q4,585.8585858585857,2.2634876084643207,0.09258318763869361,6117
WT,G4_quartile,S9.6 (R-loop),Q4,626.2626262626259,2.259981000904451,0.09437631964762645,6117
WT,G4_quartile,S9.6 (R-loop),Q4,666.6666666666665,2.2404575564691123,0.09597981598780844,6117
WT,G4_quartile,S9.6 (R-loop),Q4,707.0707070707067,2.2247657572385053,0.09812592231728902,6117
WT,G4_quartile,S9.6 (R-loop),Q4,747.4747474747473,2.1981830866480334,0.10575941749127137,6117
WT,G4_quartile,S9.6 (R-loop),Q4,787.8787878787875,2.1638947794324976,0.11197195411422842,6117
WT,G4_quartile,S9.6 (R-loop),Q4,828.2828282828282,2.1440195965647173,0.11889160690664222,6117
WT,G4_quartile,S9.6 (R-loop),Q4,868.6868686868684,2.1138097137901,0.12515681429340852,6117
WT,G4_quartile,S9.6 (R-loop),Q4,909.090909090909,2.0918521890431125,0.1260407539009043,6117
WT,G4_quartile,S9.6 (R-loop),Q4,949.4949494949492,2.081202647757722,0.10887251276815252,6117
WT,G4_quartile,S9.6 (R-loop),Q4,989.8989898989898,2.0624823644085555,0.10376616551980994,6117
WT,G4_quartile,S9.6 (R-loop),Q4,1030.30303030303,2.040927104397794,0.1025555876230404,6117
WT,G4_quartile,S9.6 (R-loop),Q4,1070.7070707070707,1.9698183345269444,0.09668882660698996,6117
WT,G4_quartile,S9.6 (R-loop),Q4,1111.1111111111109,1.8991858907456685,0.09186239254766168,6117
WT,G4_quartile,S9.6 (R-loop),Q4,1151.5151515151515,1.828161310771415,0.0864317480780708,6117
WT,G4_quartile,S9.6 (R-loop),Q4,1191.9191919191917,1.7938936743241332,0.08369218651735498,6117
WT,G4_quartile,S9.6 (R-loop),Q4,1232.3232323232323,1.809830002931663,0.08413358209982963,6117
WT,G4_quartile,S9.6 (R-loop),Q4,1272.7272727272725,1.8363109315858008,0.08454164245562872,6117
WT,G4_quartile,S9.6 (R-loop),Q4,1313.1313131313127,1.8173004013649454,0.07973724436147558,6117
WT,G4_quartile,S9.6 (R-loop),Q4,1353.5353535353534,1.8016223213077343,0.07962413038272224,6117
WT,G4_quartile,S9.6 (R-loop),Q4,1393.9393939393935,1.8304213383208383,0.08050512667144606,6117
WT,G4_quartile,S9.6 (R-loop),Q4,1434.3434343434342,1.8080101601130039,0.07564425880170762,6117
WT,G4_quartile,S9.6 (R-loop),Q4,1474.7474747474744,1.7940141263105904,0.07134854026735178,6117
WT,G4_quartile,S9.6 (R-loop),Q4,1515.151515151515,1.7697012778419527,0.07082653656307918,6117
WT,G4_quartile,S9.6 (R-loop),Q4,1555.5555555555552,1.7514879538643082,0.07096984333827154,6117
WT,G4_quartile,S9.6 (R-loop),Q4,1595.9595959595958,1.7204905738345706,0.07083989718654,6117
WT,G4_quartile,S9.6 (R-loop),Q4,1636.363636363636,1.6830747235718329,0.06817390328968352,6117
WT,G4_quartile,S9.6 (R-loop),Q4,1676.7676767676767,1.640320237173281,0.06518117857269708,6117
WT,G4_quartile,S9.6 (R-loop),Q4,1717.1717171717169,1.6432137887234508,0.06515044864240592,6117
WT,G4_quartile,S9.6 (R-loop),Q4,1757.5757575757575,1.6018568178540509,0.06482186888343486,6117
WT,G4_quartile,S9.6 (R-loop),Q4,1797.9797979797977,1.5648505774587103,0.0636234215682,6117
WT,G4_quartile,S9.6 (R-loop),Q4,1838.3838383838383,1.5563766026381953,0.06681976174883654,6117
WT,G4_quartile,S9.6 (R-loop),Q4,1878.7878787878785,1.585096591230142,0.07473762617548001,6117
WT,G4_quartile,S9.6 (R-loop),Q4,1919.1919191919187,1.638607689844127,0.08703157925835575,6117
WT,G4_quartile,S9.6 (R-loop),Q4,1959.5959595959594,1.684633523961836,0.09536697716564704,6117
WT,G4_quartile,S9.6 (R-loop),Q4,2000,1.6815814571704857,0.09785716356252398,6117
WT,Rloop_quartile,BG4 (G4),Q1,-2000,1.1872791417540403,0.02832207175461837,6121
WT,Rloop_quartile,BG4 (G4),Q1,-1959.5959595959596,1.1595961979238818,0.027453558948507012,6121
WT,Rloop_quartile,BG4 (G4),Q1,-1919.1919191919192,1.1437354754108968,0.02655315095709822,6121
WT,Rloop_quartile,BG4 (G4),Q1,-1878.7878787878788,1.1341105803104017,0.025184110863474635,6121
WT,Rloop_quartile,BG4 (G4),Q1,-1838.3838383838383,1.1234401348201974,0.022989187435174117,6121
WT,Rloop_quartile,BG4 (G4),Q1,-1797.979797979798,1.1180225953665857,0.022687055362553905,6121
WT,Rloop_quartile,BG4 (G4),Q1,-1757.5757575757575,1.1100424222862113,0.022181479082235007,6121
WT,Rloop_quartile,BG4 (G4),Q1,-1717.1717171717173,1.103975444575488,0.022190827198528183,6121
WT,Rloop_quartile,BG4 (G4),Q1,-1676.7676767676767,1.0975639343451664,0.02192519921244289,6121
WT,Rloop_quartile,BG4 (G4),Q1,-1636.3636363636365,1.0961129903776725,0.021778757542467626,6121
WT,Rloop_quartile,BG4 (G4),Q1,-1595.9595959595958,1.0898538015337438,0.02162839635479165,6121
WT,Rloop_quartile,BG4 (G4),Q1,-1555.5555555555557,1.0857705313059953,0.021658650832359412,6121
WT,Rloop_quartile,BG4 (G4),Q1,-1515.1515151515152,1.0818555902728317,0.021251633005922976,6121
WT,Rloop_quartile,BG4 (G4),Q1,-1474.7474747474748,1.067052699533887,0.020601959261007764,6121
WT,Rloop_quartile,BG4 (G4),Q1,-1434.3434343434344,1.0622179663913933,0.02013765166451312,6121
WT,Rloop_quartile,BG4 (G4),Q1,-1393.939393939394,1.05622355304304,0.019862378880868503,6121
WT,Rloop_quartile,BG4 (G4),Q1,-1353.5353535353536,1.0491060625647401,0.019604831166246003,6121
WT,Rloop_quartile,BG4 (G4),Q1,-1313.1313131313132,1.0367768537583635,0.019305790005301474,6121
WT,Rloop_quartile,BG4 (G4),Q1,-1272.7272727272727,1.0250313753718692,0.018781685330743408,6121
WT,Rloop_quartile,BG4 (G4),Q1,-1232.3232323232323,1.0256868539451998,0.018745998194011845,6121
WT,Rloop_quartile,BG4 (G4),Q1,-1191.919191919192,1.030093600582351,0.01898647902664325,6121
WT,Rloop_quartile,BG4 (G4),Q1,-1151.5151515151515,1.038410700706526,0.01941549923915494,6121
WT,Rloop_quartile,BG4 (G4),Q1,-1111.1111111111113,1.0527175666282866,0.01983731012780209,6121
WT,Rloop_quartile,BG4 (G4),Q1,-1070.7070707070707,1.060872468623922,0.020504248382243,6121
WT,Rloop_quartile,BG4 (G4),Q1,-1030.3030303030305,1.067221651520999,0.021367171901668067,6121
WT,Rloop_quartile,BG4 (G4),Q1,-989.89898989899,1.065333092526107,0.021655343446352622,6121
WT,Rloop_quartile,BG4 (G4),Q1,-949.4949494949497,1.0563901562302889,0.021143388317847626,6121
WT,Rloop_quartile,BG4 (G4),Q1,-909.0909090909092,1.0485368103929793,0.02061754508217085,6121
WT,Rloop_quartile,BG4 (G4),Q1,-868.6868686868688,1.0393431271328453,0.020235942021823904,6121
WT,Rloop_quartile,BG4 (G4),Q1,-828.2828282828284,1.0226681463686402,0.02004339387821268,6121
WT,Rloop_quartile,BG4 (G4),Q1,-787.878787878788,1.0185481215929548,0.019760372677412017,6121
WT,Rloop_quartile,BG4 (G4),Q1,-747.4747474747476,1.0156856259881264,0.019564756706684498,6121
WT,Rloop_quartile,BG4 (G4),Q1,-707.0707070707072,1.0219572159458783,0.019718458617858852,6121
WT,Rloop_quartile,BG4 (G4),Q1,-666.6666666666667,1.0370274019247898,0.020582485491535428,6121
WT,Rloop_quartile,BG4 (G4),Q1,-626.2626262626263,1.0582018654892649,0.021561661774319455,6121
WT,Rloop_quartile,BG4 (G4),Q1,-585.8585858585859,1.065429793705101,0.02195674817223729,6121
WT,Rloop_quartile,BG4 (G4),Q1,-545.4545454545455,1.0623265366836077,0.022031115135169692,6121
WT,Rloop_quartile,BG4 (G4),Q1,-505.0505050505051,1.066362497590031,0.022099572354440145,6121
WT,Rloop_quartile,BG4 (G4),Q1,-464.64646464646466,1.0542533351428383,0.021854279252179306,6121
WT,Rloop_quartile,BG4 (G4),Q1,-424.24242424242425,1.0445098739619616,0.021617634435833727,6121
WT,Rloop_quartile,BG4 (G4),Q1,-383.83838383838383,1.034454371915874,0.021292587623976626,6121
WT,Rloop_quartile,BG4 (G4),Q1,-343.43434343434365,1.0360722698387168,0.020922484152457798,6121
WT,Rloop_quartile,BG4 (G4),Q1,-303.03030303030323,1.0408311258794833,0.021176652983915314,6121
WT,Rloop_quartile,BG4 (G4),Q1,-262.6262626262628,1.0556787655450577,0.022122042584887782,6121
WT,Rloop_quartile,BG4 (G4),Q1,-222.2222222222224,1.0617812572778074,0.02226663911807907,6121
WT,Rloop_quartile,BG4 (G4),Q1,-181.81818181818198,1.0679967432872006,0.02220818983393463,6121
WT,Rloop_quartile,BG4 (G4),Q1,-141.41414141414157,1.0731612069658212,0.02248436159584416,6121
WT,Rloop_quartile,BG4 (G4),Q1,-101.01010101010115,1.0748307611051688,0.022939021625618485,6121
WT,Rloop_quartile,BG4 (G4),Q1,-60.60606060606074,1.0703090384291543,0.023057549031913205,6121
WT,Rloop_quartile,BG4 (G4),Q1,-20.20202020202032,1.0791224001449782,0.023254252580914347,6121
WT,Rloop_quartile,BG4 (G4),Q1,20.202020202020094,1.0813784273448266,0.02268819524236817,6121
WT,Rloop_quartile,BG4 (G4),Q1,60.60606060606051,1.0715452509475474,0.02195384246077732,6121
WT,Rloop_quartile,BG4 (G4),Q1,101.0101010101007,1.056904816039372,0.020779933948792254,6121
WT,Rloop_quartile,BG4 (G4),Q1,141.41414141414134,1.0405670660258788,0.020124647896377704,6121
WT,Rloop_quartile,BG4 (G4),Q1,181.81818181818153,1.0359139570621354,0.01934474039627292,6121
WT,Rloop_quartile,BG4 (G4),Q1,222.22222222222217,1.0313335939345112,0.019048738420424607,6121
WT,Rloop_quartile,BG4 (G4),Q1,262.62626262626236,1.0252555955226066,0.018846642701427805,6121
WT,Rloop_quartile,BG4 (G4),Q1,303.030303030303,1.0310641098926354,0.01898090544613941,6121
WT,Rloop_quartile,BG4 (G4),Q1,343.4343434343432,1.0348920087714244,0.019437641004087416,6121
WT,Rloop_quartile,BG4 (G4),Q1,383.83838383838383,1.0337441941706782,0.01950335488412695,6121
WT,Rloop_quartile,BG4 (G4),Q1,424.242424242424,1.0351226376422882,0.019791568838052685,6121
WT,Rloop_quartile,BG4 (G4),Q1,464.64646464646466,1.0253534041652697,0.019637308994536046,6121
WT,Rloop_quartile,BG4 (G4),Q1,505.05050505050485,1.0177406686908663,0.019414450295627193,6121
WT,Rloop_quartile,BG4 (G4),Q1,545.4545454545455,1.023027484223545,0.019300477843741313,6121
WT,Rloop_quartile,BG4 (G4),Q1,585.8585858585857,1.0285337584027248,0.019542999716685185,6121
WT,Rloop_quartile,BG4 (G4),Q1,626.2626262626259,1.0322317410321045,0.019687763086064944,6121
WT,Rloop_quartile,BG4 (G4),Q1,666.6666666666665,1.0370038986440548,0.01972594165186365,6121
WT,Rloop_quartile,BG4 (G4),Q1,707.0707070707067,1.0398998580050065,0.019712755552189425,6121
WT,Rloop_quartile,BG4 (G4),Q1,747.4747474747473,1.0454851972879384,0.019998907241503976,6121
WT,Rloop_quartile,BG4 (G4),Q1,787.8787878787875,1.0450397331227883,0.02069581074639717,6121
WT,Rloop_quartile,BG4 (G4),Q1,828.2828282828282,1.0552994538253104,0.021296655898079796,6121
WT,Rloop_quartile,BG4 (G4),Q1,868.6868686868684,1.0609171281460614,0.02109236002454088,6121
WT,Rloop_quartile,BG4 (G4),Q1,909.090909090909,1.0613169061210206,0.020965467496496054,6121
WT,Rloop_quartile,BG4 (G4),Q1,949.4949494949492,1.0708681864185756,0.020977476962816766,6121
WT,Rloop_quartile,BG4 (G4),Q1,989.8989898989898,1.069025964036531,0.020898970276486205,6121
