bin,position,mean,sem,ko,signal_geno,topology,direction,n_promoters,column
67,1341.7721518987341,4.780109611063136,0.5299810939633033,dKO,WT,pooled,up,459,WT (dKO DEGs)
68,1392.4050632911394,4.5879867148226205,0.5024075058355117,dKO,WT,pooled,up,459,WT (dKO DEGs)
69,1443.0379746835442,4.319072672607419,0.4586913136900488,dKO,WT,pooled,up,459,WT (dKO DEGs)
70,1493.6708860759495,4.149967841715941,0.4235413127300005,dKO,WT,pooled,up,459,WT (dKO DEGs)
71,1544.3037974683543,4.029010652803215,0.38079530679242873,dKO,WT,pooled,up,459,WT (dKO DEGs)
72,1594.9367088607596,3.89277313038328,0.3446370429550451,dKO,WT,pooled,up,459,WT (dKO DEGs)
73,1645.5696202531644,3.8028208181904812,0.3218992018838818,dKO,WT,pooled,up,459,WT (dKO DEGs)
74,1696.2025316455697,3.8365919541498847,0.3201910878986795,dKO,WT,pooled,up,459,WT (dKO DEGs)
75,1746.8354430379745,3.985018503283277,0.3378746742977212,dKO,WT,pooled,up,459,WT (dKO DEGs)
76,1797.4683544303798,4.065289866387541,0.36153368601784636,dKO,WT,pooled,up,459,WT (dKO DEGs)
77,1848.1012658227846,4.1549315207906625,0.40337008579578354,dKO,WT,pooled,up,459,WT (dKO DEGs)
78,1898.73417721519,4.236907328491031,0.41177404329514883,dKO,WT,pooled,up,459,WT (dKO DEGs)
79,1949.3670886075947,4.326397848129273,0.4144290315444244,dKO,WT,pooled,up,459,WT (dKO DEGs)
80,2000,4.256004034553478,0.39502626869481483,dKO,WT,pooled,up,459,WT (dKO DEGs)
1,-2000,4.940940513820064,0.5199474573173243,dKO,WT,pooled,down,490,WT (dKO DEGs)
2,-1949.367088607595,4.9617057404566784,0.48829322652647417,dKO,WT,pooled,down,490,WT (dKO DEGs)
3,-1898.73417721519,4.9886531902073195,0.46278550136270913,dKO,WT,pooled,down,490,WT (dKO DEGs)
4,-1848.1012658227849,5.0339794196190475,0.4544706241826407,dKO,WT,pooled,down,490,WT (dKO DEGs)
5,-1797.4683544303798,5.100147946772932,0.48508802377997395,dKO,WT,pooled,down,490,WT (dKO DEGs)
6,-1746.8354430379748,5.026260382780412,0.494185970556708,dKO,WT,pooled,down,490,WT (dKO DEGs)
7,-1696.2025316455697,4.879127730823699,0.4943654487726432,dKO,WT,pooled,down,490,WT (dKO DEGs)
8,-1645.5696202531644,4.7330735625507065,0.5038314998314639,dKO,WT,pooled,down,490,WT (dKO DEGs)
9,-1594.9367088607596,4.568524107495133,0.489332207392547,dKO,WT,pooled,down,490,WT (dKO DEGs)
10,-1544.3037974683543,4.36780040234449,0.43197625112416926,dKO,WT,pooled,down,490,WT (dKO DEGs)
11,-1493.6708860759495,4.300902845358362,0.3806969116606457,dKO,WT,pooled,down,490,WT (dKO DEGs)
12,-1443.0379746835442,4.2485933624205945,0.3484632808733277,dKO,WT,pooled,down,490,WT (dKO DEGs)
13,-1392.4050632911392,4.315923786458515,0.3549333965310145,dKO,WT,pooled,down,490,WT (dKO DEGs)
14,-1341.7721518987341,4.405552076002367,0.385244354052573,dKO,WT,pooled,down,490,WT (dKO DEGs)
15,-1291.139240506329,4.5191617772271035,0.4326047115811285,dKO,WT,pooled,down,490,WT (dKO DEGs)
16,-1240.506329113924,4.657020836084067,0.5115799375718052,dKO,WT,pooled,down,490,WT (dKO DEGs)
17,-1189.873417721519,4.713204229599764,0.5370192643470526,dKO,WT,pooled,down,490,WT (dKO DEGs)
18,-1139.240506329114,4.753302944871033,0.5663159126121486,dKO,WT,pooled,down,490,WT (dKO DEGs)
19,-1088.607594936709,4.797614008399094,0.5984088733255252,dKO,WT,pooled,down,490,WT (dKO DEGs)
20,-1037.9746835443038,4.838996722946361,0.6219358386259182,dKO,WT,pooled,down,490,WT (dKO DEGs)
21,-987.3417721518988,4.877013581971733,0.6648957341314882,dKO,WT,pooled,down,490,WT (dKO DEGs)
22,-936.7088607594937,4.879873398380215,0.627688516033695,dKO,WT,pooled,down,490,WT (dKO DEGs)
23,-886.0759493670887,4.786697554103371,0.5421688616744003,dKO,WT,pooled,down,490,WT (dKO DEGs)
24,-835.4430379746836,4.619944763749635,0.4380362468872609,dKO,WT,pooled,down,490,WT (dKO DEGs)
25,-784.8101265822784,4.4377418787041485,0.3633253008249629,dKO,WT,pooled,down,490,WT (dKO DEGs)
26,-734.1772151898733,4.318261293106339,0.3308070289077327,dKO,WT,pooled,down,490,WT (dKO DEGs)
27,-683.5443037974683,4.3094656909566345,0.32246081218829853,dKO,WT,pooled,down,490,WT (dKO DEGs)
28,-632.9113924050632,4.287209864183348,0.31475477760808185,dKO,WT,pooled,down,490,WT (dKO DEGs)
29,-582.2784810126582,4.377893001437998,0.3090665421001928,dKO,WT,pooled,down,490,WT (dKO DEGs)
30,-531.6455696202531,4.576178486726722,0.3085644630558381,dKO,WT,pooled,down,490,WT (dKO DEGs)
31,-481.0126582278481,4.604972986072099,0.31010328411148497,dKO,WT,pooled,down,490,WT (dKO DEGs)
32,-430.37974683544303,4.624482829105286,0.31983899510629255,dKO,WT,pooled,down,490,WT (dKO DEGs)
33,-379.746835443038,4.816944198214278,0.34382812937929824,dKO,WT,pooled,down,490,WT (dKO DEGs)
34,-329.11392405063293,5.059960491712402,0.4090299916882308,dKO,WT,pooled,down,490,WT (dKO DEGs)
35,-278.4810126582279,5.442288168261651,0.5260231470075114,dKO,WT,pooled,down,490,WT (dKO DEGs)
36,-227.84810126582283,5.92979937976396,0.66064213475488065,dKO,WT,pooled,down,490,WT (dKO DEGs)
37,-177.21518987341778,6.355634084962663,0.7827469842947429,dKO,WT,pooled,down,490,WT (dKO DEGs)
38,-126.58227848101274,6.817939907184264,0.8865770696391965,dKO,WT,pooled,down,490,WT (dKO DEGs)
39,-75.94936708860769,7.220274404773907,0.9637297678276777,dKO,WT,pooled,down,490,WT (dKO DEGs)
40,-25.316455696202638,7.529717326684874,0.9926357259189715,dKO,WT,pooled,down,490,WT (dKO DEGs)
41,25.31645569620241,7.470474394188447,0.933374792904684,dKO,WT,pooled,down,490,WT (dKO DEGs)
42,75.94936708860769,7.114112085454318,0.8144957245265682,dKO,WT,pooled,down,490,WT (dKO DEGs)
43,126.58227848101251,6.732423112937382,0.7199156986632204,dKO,WT,pooled,down,490,WT (dKO DEGs)
44,177.21518987341778,6.35872077387693,0.6464602866191753,dKO,WT,pooled,down,490,WT (dKO DEGs)
45,227.8481012658226,6.144523122010588,0.5872447619856598,dKO,WT,pooled,down,490,WT (dKO DEGs)
46,278.4810126582279,5.836169173900773,0.5025608071041698,dKO,WT,pooled,down,490,WT (dKO DEGs)
47,329.1139240506327,5.598200410716387,0.4690524576305907,dKO,WT,pooled,down,490,WT (dKO DEGs)
48,379.746835443038,5.373355781232418,0.43985371625505537,dKO,WT,pooled,down,490,WT (dKO DEGs)
49,430.37974683544326,5.16230031528116,0.41037299692517915,dKO,WT,pooled,down,490,WT (dKO DEGs)
50,481.0126582278481,4.902525036810207,0.37322935385790534,dKO,WT,pooled,down,490,WT (dKO DEGs)
51,531.6455696202534,4.7631639616651595,0.33963686158090195,dKO,WT,pooled,down,490,WT (dKO DEGs)
52,582.2784810126582,4.6872572901930125,0.3277552125440952,dKO,WT,pooled,down,490,WT (dKO DEGs)
53,632.9113924050635,4.685980752904399,0.3337865516105371,dKO,WT,pooled,down,490,WT (dKO DEGs)
54,683.5443037974683,4.733171634026936,0.34331625688783934,dKO,WT,pooled,down,490,WT (dKO DEGs)
55,734.1772151898736,4.753994099062316,0.36254877652418827,dKO,WT,pooled,down,490,WT (dKO DEGs)
56,784.8101265822784,4.688607583954221,0.3813942875872244,dKO,WT,pooled,down,490,WT (dKO DEGs)
57,835.4430379746836,4.7329127716109864,0.42088080263891015,dKO,WT,pooled,down,490,WT (dKO DEGs)
58,886.0759493670885,4.773608224940138,0.4586310874486651,dKO,WT,pooled,down,490,WT (dKO DEGs)
59,936.7088607594937,4.810372737167644,0.464299378033739,dKO,WT,pooled,down,490,WT (dKO DEGs)
60,987.3417721518986,4.7695190751747205,0.4498013333745323,dKO,WT,pooled,down,490,WT (dKO DEGs)
61,1037.9746835443038,4.7277118864708205,0.44545890960623796,dKO,WT,pooled,down,490,WT (dKO DEGs)
62,1088.6075949367087,4.723093674656485,0.44670565343485485,dKO,WT,pooled,down,490,WT (dKO DEGs)
63,1139.240506329114,4.70068731302469,0.4196294754309262,dKO,WT,pooled,down,490,WT (dKO DEGs)
64,1189.8734177215188,4.509291703902134,0.36975960037262595,dKO,WT,pooled,down,490,WT (dKO DEGs)
65,1240.506329113924,4.271943374302922,0.3299760829822504,dKO,WT,pooled,down,490,WT (dKO DEGs)
66,1291.1392405063293,4.195683874251891,0.33486293745593976,dKO,WT,pooled,down,490,WT (dKO DEGs)
67,1341.7721518987341,4.11125743983392,0.32980159137345133,dKO,WT,pooled,down,490,WT (dKO DEGs)
68,1392.4050632911394,4.006788091773078,0.3295700257736263,dKO,WT,pooled,down,490,WT (dKO DEGs)
69,1443.0379746835442,4.058645255095294,0.36033209438314573,dKO,WT,pooled,down,490,WT (dKO DEGs)
70,1493.6708860759495,4.113668787646456,0.3932379240717761,dKO,WT,pooled,down,490,WT (dKO DEGs)
71,1544.3037974683543,4.111089710709189,0.39649776428372213,dKO,WT,pooled,down,490,WT (dKO DEGs)
72,1594.9367088607596,4.019942475635178,0.37816992721890297,dKO,WT,pooled,down,490,WT (dKO DEGs)
73,1645.5696202531644,3.9284228201772082,0.3491010852685958,dKO,WT,pooled,down,490,WT (dKO DEGs)
74,1696.2025316455697,3.893486062359648,0.30443726621288186,dKO,WT,pooled,down,490,WT (dKO DEGs)
75,1746.8354430379745,3.943730573989907,0.29665921959084157,dKO,WT,pooled,down,490,WT (dKO DEGs)
76,1797.4683544303798,4.020761604568586,0.3109985772960734,dKO,WT,pooled,down,490,WT (dKO DEGs)
77,1848.1012658227846,4.164924488500673,0.36548575132827654,dKO,WT,pooled,down,490,WT (dKO DEGs)
78,1898.73417721519,4.259083727568997,0.4146541350933069,dKO,WT,pooled,down,490,WT (dKO DEGs)
79,1949.3670886075947,4.349969858688562,0.4678229939002466,dKO,WT,pooled,down,490,WT (dKO DEGs)
80,2000,4.4062504076211635,0.5260102880337085,dKO,WT,pooled,down,490,WT (dKO DEGs)
1,-2000,3.676388052925069,0.42446903607659636,dKO,WT,parallel,up,374,WT (dKO DEGs)
2,-1949.367088607595,3.6974791344389346,0.42719347265185376,dKO,WT,parallel,up,374,WT (dKO DEGs)
3,-1898.73417721519,3.7621146891100095,0.407990409293024,dKO,WT,parallel,up,374,WT (dKO DEGs)
4,-1848.1012658227849,3.7077040437368574,0.3490091681499044,dKO,WT,parallel,up,374,WT (dKO DEGs)
5,-1797.4683544303798,3.641196869887983,0.29772124958078916,dKO,WT,parallel,up,374,WT (dKO DEGs)
6,-1746.8354430379748,3.6305701884908896,0.2861312746176537,dKO,WT,parallel,up,374,WT (dKO DEGs)
7,-1696.2025316455697,3.7471159835316494,0.30774500332846927,dKO,WT,parallel,up,374,WT (dKO DEGs)
8,-1645.5696202531644,3.768609288189288,0.33172816219047224,dKO,WT,parallel,up,374,WT (dKO DEGs)
9,-1594.9367088607596,3.791488853975626,0.35278927568022167,dKO,WT,parallel,up,374,WT (dKO DEGs)
10,-1544.3037974683543,3.855096537920243,0.35236572279450706,dKO,WT,parallel,up,374,WT (dKO DEGs)
11,-1493.6708860759495,3.931687786283765,0.33653168439174735,dKO,WT,parallel,up,374,WT (dKO DEGs)
12,-1443.0379746835442,4.072095627774105,0.3407559822667288,dKO,WT,parallel,up,374,WT (dKO DEGs)
13,-1392.4050632911392,4.253948293176352,0.38171030754990093,dKO,WT,parallel,up,374,WT (dKO DEGs)
14,-1341.7721518987341,4.532075591848071,0.5017553379511599,dKO,WT,parallel,up,374,WT (dKO DEGs)
15,-1291.139240506329,4.714935480832204,0.5909804573588073,dKO,WT,parallel,up,374,WT (dKO DEGs)
16,-1240.506329113924,4.82576104850905,0.6438459548300923,dKO,WT,parallel,up,374,WT (dKO DEGs)
17,-1189.873417721519,4.820910230154659,0.65829185486139,dKO,WT,parallel,up,374,WT (dKO DEGs)
18,-1139.240506329114,4.690844047437165,0.597178932177937,dKO,WT,parallel,up,374,WT (dKO DEGs)
19,-1088.607594936709,4.671383298282742,0.47830873694210757,dKO,WT,parallel,up,374,WT (dKO DEGs)
20,-1037.9746835443038,4.652072980102158,0.41307736347149626,dKO,WT,parallel,up,374,WT (dKO DEGs)
21,-987.3417721518988,4.698254575234259,0.4044031990061501,dKO,WT,parallel,up,374,WT (dKO DEGs)
22,-936.7088607594937,4.705132125943315,0.40818218496340947,dKO,WT,parallel,up,374,WT (dKO DEGs)
23,-886.0759493670887,4.753988284257219,0.4194903980356778,dKO,WT,parallel,up,374,WT (dKO DEGs)
24,-835.4430379746836,4.918398577270236,0.46388975581690767,dKO,WT,parallel,up,374,WT (dKO DEGs)
25,-784.8101265822784,5.055878816311798,0.4969604209044654,dKO,WT,parallel,up,374,WT (dKO DEGs)
26,-734.1772151898733,5.163376234648699,0.5212608850645312,dKO,WT,parallel,up,374,WT (dKO DEGs)
27,-683.5443037974683,5.324913066472599,0.5236990701539648,dKO,WT,parallel,up,374,WT (dKO DEGs)
28,-632.9113924050632,5.5112963438416545,0.5013973982146329,dKO,WT,parallel,up,374,WT (dKO DEGs)
29,-582.2784810126582,5.6486258740306114,0.5239405768251258,dKO,WT,parallel,up,374,WT (dKO DEGs)
30,-531.6455696202531,5.689500090092048,0.5202366512137654,dKO,WT,parallel,up,374,WT (dKO DEGs)
31,-481.0126582278481,5.601408439772652,0.49857250806089554,dKO,WT,parallel,up,374,WT (dKO DEGs)
32,-430.37974683544303,5.654240229068168,0.48850317151518674,dKO,WT,parallel,up,374,WT (dKO DEGs)
33,-379.746835443038,5.807443250426209,0.5317047022161463,dKO,WT,parallel,up,374,WT (dKO DEGs)
34,-329.11392405063293,5.9620446972201,0.565207451043932,dKO,WT,parallel,up,374,WT (dKO DEGs)
35,-278.4810126582279,6.009262999978295,0.5719282455497106,dKO,WT,parallel,up,374,WT (dKO DEGs)
36,-227.84810126582283,5.926969216086648,0.5788064034004389,dKO,WT,parallel,up,374,WT (dKO DEGs)
37,-177.21518987341778,6.033247884626695,0.5960900625796368,dKO,WT,parallel,up,374,WT (dKO DEGs)
38,-126.58227848101274,6.2370688562618435,0.6398008838860716,dKO,WT,parallel,up,374,WT (dKO DEGs)
39,-75.94936708860769,6.545297992801071,0.6673835425626937,dKO,WT,parallel,up,374,WT (dKO DEGs)
40,-25.316455696202638,6.702397286473324,0.6687892003466179,dKO,WT,parallel,up,374,WT (dKO DEGs)
41,25.31645569620241,6.680320681059424,0.6601947854699365,dKO,WT,parallel,up,374,WT (dKO DEGs)
42,75.94936708860769,6.578639150175819,0.6292626479067163,dKO,WT,parallel,up,374,WT (dKO DEGs)
43,126.58227848101251,6.520294104270544,0.6031166358412242,dKO,WT,parallel,up,374,WT (dKO DEGs)
44,177.21518987341778,6.428766910849196,0.578509232075509,dKO,WT,parallel,up,374,WT (dKO DEGs)
45,227.8481012658226,6.327210597069718,0.558446912401538,dKO,WT,parallel,up,374,WT (dKO DEGs)
46,278.4810126582279,6.301873908854636,0.5434970596682652,dKO,WT,parallel,up,374,WT (dKO DEGs)
47,329.1139240506327,6.253567366264296,0.5396292033078551,dKO,WT,parallel,up,374,WT (dKO DEGs)
48,379.746835443038,5.985743477095895,0.5247023471584924,dKO,WT,parallel,up,374,WT (dKO DEGs)
49,430.37974683544326,5.825198069606873,0.5291700381137602,dKO,WT,parallel,up,374,WT (dKO DEGs)
50,481.0126582278481,5.8122191896094355,0.5691870042532073,dKO,WT,parallel,up,374,WT (dKO DEGs)
51,531.6455696202534,5.835778022078057,0.6077573067021156,dKO,WT,parallel,up,374,WT (dKO DEGs)
52,582.2784810126582,5.938167068845661,0.638516803182661,dKO,WT,parallel,up,374,WT (dKO DEGs)
53,632.9113924050635,5.822019232401024,0.6275350797118715,dKO,WT,parallel,up,374,WT (dKO DEGs)
54,683.5443037974683,5.642877405291148,0.5824151649081908,dKO,WT,parallel,up,374,WT (dKO DEGs)
55,734.1772151898736,5.5258643561846,0.5649935918830213,dKO,WT,parallel,up,374,WT (dKO DEGs)
56,784.8101265822784,5.398425796136074,0.5278402461882223,dKO,WT,parallel,up,374,WT (dKO DEGs)
57,835.4430379746836,5.229194464796155,0.4744801179699576,dKO,WT,parallel,up,374,WT (dKO DEGs)
58,886.0759493670885,4.9367312441428925,0.4245084080848048,dKO,WT,parallel,up,374,WT (dKO DEGs)
59,936.7088607594937,4.6861286952193835,0.39146106744993375,dKO,WT,parallel,up,374,WT (dKO DEGs)
60,987.3417721518986,4.605982050659822,0.4033419139867566,dKO,WT,parallel,up,374,WT (dKO DEGs)
61,1037.9746835443038,4.6961532558413115,0.4910837850064813,dKO,WT,parallel,up,374,WT (dKO DEGs)
62,1088.6075949367087,4.532134363105166,0.5507621076485855,dKO,WT,parallel,up,374,WT (dKO DEGs)
63,1139.240506329114,4.497137333318299,0.602974820749509,dKO,WT,parallel,up,374,WT (dKO DEGs)
64,1189.8734177215188,4.49548369809693,0.6063731796862036,dKO,WT,parallel,up,374,WT (dKO DEGs)
65,1240.506329113924,4.5374531911783675,0.622184137338569,dKO,WT,parallel,up,374,WT (dKO DEGs)
66,1291.1392405063293,4.613816997492802,0.622827533050393,dKO,WT,parallel,up,374,WT (dKO DEGs)
67,1341.7721518987341,4.678700958054758,0.6192734969323807,dKO,WT,parallel,up,374,WT (dKO DEGs)
68,1392.4050632911394,4.576713170355016,0.5944921875684399,dKO,WT,parallel,up,374,WT (dKO DEGs)
69,1443.0379746835442,4.316974604901145,0.5378341699888075,dKO,WT,parallel,up,374,WT (dKO DEGs)
70,1493.6708860759495,4.127289186422837,0.4940042811927132,dKO,WT,parallel,up,374,WT (dKO DEGs)
71,1544.3037974683543,4.039738523229134,0.4440631741028392,dKO,WT,parallel,up,374,WT (dKO DEGs)
72,1594.9367088607596,3.936820094793663,0.4052879319863022,dKO,WT,parallel,up,374,WT (dKO DEGs)
73,1645.5696202531644,3.8187071067955403,0.37505657858208385,dKO,WT,parallel,up,374,WT (dKO DEGs)
74,1696.2025316455697,3.8026467595104654,0.3675043738024934,dKO,WT,parallel,up,374,WT (dKO DEGs)
75,1746.8354430379745,3.947766177344025,0.3817406700030691,dKO,WT,parallel,up,374,WT (dKO DEGs)
76,1797.4683544303798,4.0293090108562915,0.40924511050729523,dKO,WT,parallel,up,374,WT (dKO DEGs)
77,1848.1012658227846,4.106887939764642,0.4555251630839744,dKO,WT,parallel,up,374,WT (dKO DEGs)
78,1898.73417721519,4.204479308268604,0.46763822317956033,dKO,WT,parallel,up,374,WT (dKO DEGs)
79,1949.3670886075947,4.294892789346437,0.47521047222864266,dKO,WT,parallel,up,374,WT (dKO DEGs)
80,2000,4.266192466090708,0.45273060793280867,dKO,WT,parallel,up,374,WT (dKO DEGs)
1,-2000,5.225536038020644,0.6237132684925224,dKO,WT,parallel,down,396,WT (dKO DEGs)
2,-1949.367088607595,5.290944897610732,0.5895889826355183,dKO,WT,parallel,down,396,WT (dKO DEGs)
3,-1898.73417721519,5.3336732109688745,0.5598021121643831,dKO,WT,parallel,down,396,WT (dKO DEGs)
4,-1848.1012658227849,5.389688933106384,0.5499289071653095,dKO,WT,parallel,down,396,WT (dKO DEGs)
5,-1797.4683544303798,5.468779383508445,0.5888453865977694,dKO,WT,parallel,down,396,WT (dKO DEGs)
6,-1746.8354430379748,5.394265933921843,0.6010491800121126,dKO,WT,parallel,down,396,WT (dKO DEGs)
7,-1696.2025316455697,5.2086808716528346,0.6018481041213981,dKO,WT,parallel,down,396,WT (dKO DEGs)
8,-1645.5696202531644,5.042147772699494,0.6154979107635613,dKO,WT,parallel,down,396,WT (dKO DEGs)
9,-1594.9367088607596,4.89202148320699,0.597926766977035,dKO,WT,parallel,down,396,WT (dKO DEGs)
10,-1544.3037974683543,4.64756252232224,0.5243679928545906,dKO,WT,parallel,down,396,WT (dKO DEGs)
11,-1493.6708860759495,4.468773282222475,0.4439705199612314,dKO,WT,parallel,down,396,WT (dKO DEGs)
12,-1443.0379746835442,4.316028517667292,0.3762036808510734,dKO,WT,parallel,down,396,WT (dKO DEGs)
13,-1392.4050632911392,4.289962157821816,0.3614128091031097,dKO,WT,parallel,down,396,WT (dKO DEGs)
14,-1341.7721518987341,4.304349125752144,0.3706179445181635,dKO,WT,parallel,down,396,WT (dKO DEGs)
15,-1291.139240506329,4.393373995154394,0.4166256731885337,dKO,WT,parallel,down,396,WT (dKO DEGs)
16,-1240.506329113924,4.5258295758063545,0.5289596394026755,dKO,WT,parallel,down,396,WT (dKO DEGs)
17,-1189.873417721519,4.564453690463445,0.5647007579750368,dKO,WT,parallel,down,396,WT (dKO DEGs)
18,-1139.240506329114,4.598973594293851,0.595465462384812,dKO,WT,parallel,down,396,WT (dKO DEGs)
19,-1088.607594936709,4.639086397665518,0.6470856059401201,dKO,WT,parallel,down,396,WT (dKO DEGs)
20,-1037.9746835443038,4.73479192506986,0.7064383236009363,dKO,WT,parallel,down,396,WT (dKO DEGs)
21,-987.3417721518988,4.79159523877632,0.7686100894088812,dKO,WT,parallel,down,396,WT (dKO DEGs)
22,-936.7088607594937,4.827642332965677,0.7300222303527238,dKO,WT,parallel,down,396,WT (dKO DEGs)
23,-886.0759493670887,4.7405232273548945,0.6236781089411706,dKO,WT,parallel,down,396,WT (dKO DEGs)
24,-835.4430379746836,4.503477183708839,0.4839489579204793,dKO,WT,parallel,down,396,WT (dKO DEGs)
25,-784.8101265822784,4.309974843917872,0.3875061975541219,dKO,WT,parallel,down,396,WT (dKO DEGs)
26,-734.1772151898733,4.195726303697033,0.341010106947721,dKO,WT,parallel,down,396,WT (dKO DEGs)
27,-683.5443037974683,4.227582146653824,0.3356199314829264,dKO,WT,parallel,down,396,WT (dKO DEGs)
28,-632.9113924050632,4.301729699471583,0.34455690480864765,dKO,WT,parallel,down,396,WT (dKO DEGs)
29,-582.2784810126582,4.443627163410588,0.3480890311708612,dKO,WT,parallel,down,396,WT (dKO DEGs)
30,-531.6455696202531,4.676189460232603,0.35003100361080086,dKO,WT,parallel,down,396,WT (dKO DEGs)
31,-481.0126582278481,4.692927074659152,0.35060232476522335,dKO,WT,parallel,down,396,WT (dKO DEGs)
32,-430.37974683544303,4.686441794868672,0.3602523948485474,dKO,WT,parallel,down,396,WT (dKO DEGs)
33,-379.746835443038,4.890593454322028,0.3887649754449862,dKO,WT,parallel,down,396,WT (dKO DEGs)
34,-329.11392405063293,5.1548984735742565,0.47219423294687185,dKO,WT,parallel,down,396,WT (dKO DEGs)
35,-278.4810126582279,5.498018110075383,0.6174879836167134,dKO,WT,parallel,down,396,WT (dKO DEGs)
36,-227.84810126582283,6.014564208546873,0.785768597832562,dKO,WT,parallel,down,396,WT (dKO DEGs)
37,-177.21518987341778,6.490262600307914,0.9410067164848005,dKO,WT,parallel,down,396,WT (dKO DEGs)
38,-126.58227848101274,7.002001661347219,1.0690030267035502,dKO,WT,parallel,down,396,WT (dKO DEGs)
39,-75.94936708860769,7.330932487823345,1.1467864580831257,dKO,WT,parallel,down,396,WT (dKO DEGs)
40,-25.316455696202638,7.390082911983484,1.1408596795525603,dKO,WT,parallel,down,396,WT (dKO DEGs)
41,25.31645569620241,7.1567726479034235,1.0419112889487736,dKO,WT,parallel,down,396,WT (dKO DEGs)
42,75.94936708860769,6.787320753085091,0.8888221299763311,dKO,WT,parallel,down,396,WT (dKO DEGs)
43,126.58227848101251,6.408662298325738,0.7675518791611641,dKO,WT,parallel,down,396,WT (dKO DEGs)
44,177.21518987341778,6.0696945456683835,0.6915585801153362,dKO,WT,parallel,down,396,WT (dKO DEGs)
45,227.8481012658226,5.828772916494796,0.621831814411223,dKO,WT,parallel,down,396,WT (dKO DEGs)
46,278.4810126582279,5.5690135858556635,0.5206819246793684,dKO,WT,parallel,down,396,WT (dKO DEGs)
47,329.1139240506327,5.448314118887038,0.4952096938122876,dKO,WT,parallel,down,396,WT (dKO DEGs)
48,379.746835443038,5.346215625343098,0.47808494928787565,dKO,WT,parallel,down,396,WT (dKO DEGs)
49,430.37974683544326,5.188154666231136,0.45163005123706906,dKO,WT,parallel,down,396,WT (dKO DEGs)
50,481.0126582278481,4.952943857484795,0.41528972952599413,dKO,WT,parallel,down,396,WT (dKO DEGs)
51,531.6455696202534,4.913471089543317,0.3918789189019006,dKO,WT,parallel,down,396,WT (dKO DEGs)
52,582.2784810126582,4.919036207746978,0.38235598956757527,dKO,WT,parallel,down,396,WT (dKO DEGs)
53,632.9113924050635,4.937100574609005,0.38909177231998415,dKO,WT,parallel,down,396,WT (dKO DEGs)
54,683.5443037974683,4.973222345131816,0.40134903571621344,dKO,WT,parallel,down,396,WT (dKO DEGs)
55,734.1772151898736,4.986203692651758,0.4243302135243446,dKO,WT,parallel,down,396,WT (dKO DEGs)
56,784.8101265822784,4.9308226376992685,0.44599186074849845,dKO,WT,parallel,down,396,WT (dKO DEGs)
57,835.4430379746836,5.020456061409378,0.49630100880564276,dKO,WT,parallel,down,396,WT (dKO DEGs)
58,886.0759493670885,5.112042264300164,0.5451056553194319,dKO,WT,parallel,down,396,WT (dKO DEGs)
59,936.7088607594937,5.148558916648229,0.5507863147605472,dKO,WT,parallel,down,396,WT (dKO DEGs)
60,987.3417721518986,5.092610604297432,0.5336863684339835,dKO,WT,parallel,down,396,WT (dKO DEGs)
61,1037.9746835443038,5.028719757548487,0.5305828917862817,dKO,WT,parallel,down,396,WT (dKO DEGs)
62,1088.6075949367087,4.991402527192225,0.5292559627657166,dKO,WT,parallel,down,396,WT (dKO DEGs)
63,1139.240506329114,4.891660567578242,0.48409716523768537,dKO,WT,parallel,down,396,WT (dKO DEGs)
64,1189.8734177215188,4.643068753424719,0.41769712319645214,dKO,WT,parallel,down,396,WT (dKO DEGs)
65,1240.506329113924,4.342853045252839,0.36631889118045186,dKO,WT,parallel,down,396,WT (dKO DEGs)
66,1291.1392405063293,4.2172407637240505,0.3668915654155908,dKO,WT,parallel,down,396,WT (dKO DEGs)
67,1341.7721518987341,4.095091204261941,0.35306870053676653,dKO,WT,parallel,down,396,WT (dKO DEGs)
68,1392.4050632911394,4.0448283570864385,0.35564509851096127,dKO,WT,parallel,down,396,WT (dKO DEGs)
69,1443.0379746835442,4.119782676223151,0.39178364817208416,dKO,WT,parallel,down,396,WT (dKO DEGs)
70,1493.6708860759495,4.208070636849211,0.4386288264717559,dKO,WT,parallel,down,396,WT (dKO DEGs)
71,1544.3037974683543,4.212092928420815,0.4500710494276842,dKO,WT,parallel,down,396,WT (dKO DEGs)
72,1594.9367088607596,4.163012566600584,0.43911477536148263,dKO,WT,parallel,down,396,WT (dKO DEGs)
73,1645.5696202531644,4.108479910135671,0.4118307284282147,dKO,WT,parallel,down,396,WT (dKO DEGs)
74,1696.2025316455697,4.066350180831822,0.3585875982905925,dKO,WT,parallel,down,396,WT (dKO DEGs)
75,1746.8354430379745,4.098541418267821,0.34764084612314283,dKO,WT,parallel,down,396,WT (dKO DEGs)
76,1797.4683544303798,4.155148983023785,0.363926385000171,dKO,WT,parallel,down,396,WT (dKO DEGs)
77,1848.1012658227846,4.258660548315305,0.43252673423042837,dKO,WT,parallel,down,396,WT (dKO DEGs)
78,1898.73417721519,4.36320120799421,0.4963946771764569,dKO,WT,parallel,down,396,WT (dKO DEGs)
79,1949.3670886075947,4.463307238393761,0.5651938568396093,dKO,WT,parallel,down,396,WT (dKO DEGs)
80,2000,4.516280881672195,0.6380613203312212,dKO,WT,parallel,down,396,WT (dKO DEGs)
