bin,position,mean,sem,genotype,group,none_mean,none_sem,ratio,ratio_sem
17,-1189.873417721519,4.467016130389922,0.12397059227139344,WT,parallel,1.0381419918267962,0.009860608225796605,4.302895139160501,0.12621617189377843
18,-1139.240506329114,4.461944949259636,0.1221551549710823,WT,parallel,1.0429281112965527,0.009907593254578073,4.278286202979621,0.12397821184910009
19,-1088.607594936709,4.501287308922473,0.12324761146198177,WT,parallel,1.0509544813816774,0.009986746377998275,4.283046876592299,0.1241338716540194
20,-1037.9746835443038,4.545992410673242,0.12330967371502055,WT,parallel,1.0554708775752635,0.010008901276413282,4.307075171147085,0.12376275202696868
21,-987.3417721518988,4.581951009464221,0.12361834608606728,WT,parallel,1.0633456677514408,0.010106788945118789,4.3089948531536795,0.123257451428834
22,-936.7088607594937,4.576971706458285,0.12136078802263324,WT,parallel,1.063933978188474,0.010097035189786477,4.301932075006522,0.12115407206011575
23,-886.0759493670887,4.5459893686200505,0.11717107302766626,WT,parallel,1.0655512896742452,0.010166408436337716,4.266326185020927,0.11725495688098475
24,-835.4430379746836,4.5162190006484675,0.1116096631405777,WT,parallel,1.0602384842356887,0.010173446827342862,4.259625610462676,0.11292495237017598
25,-784.8101265822784,4.53384519931668,0.10909844664908745,WT,parallel,1.0502673561026936,0.010125338455174325,4.31684863189575,0.11190360504387077
26,-734.1772151898733,4.588017382821174,0.11083306452525313,WT,parallel,1.047619361241872,0.01007053260238616,4.379469827077682,0.11386365642904415
27,-683.5443037974683,4.653963296708606,0.11225273276923564,WT,parallel,1.0457728619189741,0.009969418399921104,4.450262065673294,0.11541930785384415
28,-632.9113924050632,4.73379298199458,0.11197284373401836,WT,parallel,1.0470152911196036,0.009951270170603007,4.521226215266254,0.11525515597434885
29,-582.2784810126582,4.813148715368218,0.11336953855246606,WT,parallel,1.04930463604155,0.009992466798601728,4.58698889726208,0.11653872799540611
30,-531.6455696202531,4.918568152783014,0.11832623046065457,WT,parallel,1.0521510548155166,0.010007974889791856,4.674773769670774,0.12093289640782352
31,-481.0126582278481,5.014287464916881,0.12433221549396002,WT,parallel,1.051276789348718,0.009947057884705426,4.769711950002538,0.1265860798799596
32,-430.37974683544303,5.158987501402252,0.1341647132022307,WT,parallel,1.0473142581174368,0.0098834403618965,4.92592119453774,0.13627707619107207
33,-379.746835443038,5.314490367993898,0.1412986789794235,WT,parallel,1.0411564476006354,0.009834392744706905,5.1044109463484,0.1440232863936262
34,-329.11392405063293,5.517612342111953,0.15010423391292857,WT,parallel,1.0364577179817835,0.009781755388142282,5.323528636417495,0.15329156392204307
35,-278.4810126582279,5.76045626150569,0.16240910039764825,WT,parallel,1.0393266713927893,0.009815281353097241,5.542488632362499,0.16479719370678622
36,-227.84810126582283,6.023428069901881,0.1766499459896198,WT,parallel,1.0440664664168506,0.009848277681863188,5.769199819790962,0.1777302780672383
37,-177.21518987341778,6.284598627692876,0.1930986717287633,WT,parallel,1.0485160437793397,0.009880828664562715,5.9938030180637565,0.1926309139454046
38,-126.58227848101274,6.5531398673123205,0.20686430895352437,WT,parallel,1.0539464129409735,0.009941227467923117,6.217716372340204,0.2048507123986068
39,-75.94936708860769,6.743056824689308,0.2118792686744835,WT,parallel,1.0563463222315959,0.01002110001223244,6.383377006931013,0.20951942477717253
40,-25.316455696202638,6.742125459847938,0.2066194169817324,WT,parallel,1.0655534938577707,0.010131040420406053,6.327345833608493,0.20302571059871824
41,25.31645569620241,6.6339113274559,0.19441916032631462,WT,parallel,1.0648242908430083,0.010089546462096565,6.230052586613998,0.19188906772783326
42,75.94936708860769,6.4560506898097225,0.17981658883519944,WT,parallel,1.0640246698586642,0.010071069867160104,6.0675761311692975,0.17848829812564976
43,126.58227848101251,6.2751524453822825,0.16653487403356554,WT,parallel,1.0544922821275524,0.009971474479390927,5.950875650527743,0.16765488779405324
44,177.21518987341778,6.125486764521288,0.1588410490813121,WT,parallel,1.0546176340896116,0.01001395080432457,5.8082536897925605,0.16039480819408097
45,227.8481012658226,5.929546011496871,0.15110699887892157,WT,parallel,1.0563143546213383,0.010001708701238723,5.61342935988261,0.1526061482726157
46,278.4810126582279,5.699867599810039,0.14271353200629694,WT,parallel,1.057406798863739,0.010016213420639583,5.390420797308059,0.14430133036249546
47,329.1139240506327,5.52473732515351,0.13735451117961534,WT,parallel,1.0514347885685025,0.009983895301338246,5.254474538240529,0.13983912301246842
48,379.746835443038,5.351602920927385,0.13166071484833144,WT,parallel,1.0430124670645262,0.00992595736932668,5.13090983081826,0.1353461526271513
49,430.37974683544326,5.188965945293768,0.12417533024447258,WT,parallel,1.0369130460588247,0.009930565194272035,5.004244054037483,0.12898878204867698
50,481.0126582278481,5.025964867715507,0.11845732332740842,WT,parallel,1.0258556979094975,0.009830485319864368,4.899290297804541,0.12465103880393132
51,531.6455696202534,4.919580480303622,0.11716332760356035,WT,parallel,1.0290684452813998,0.009819088115838844,4.780615422483737,0.12265169943740926
52,582.2784810126582,4.863107034183361,0.11743063858559338,WT,parallel,1.0321994008033004,0.009871362224025917,4.711402690602891,0.12236489378718857
53,632.9113924050635,4.801515812526571,0.11798646812425458,WT,parallel,1.0395124551225219,0.009973791263690445,4.619007486505432,0.12184712120454147
54,683.5443037974683,4.7227325779281655,0.11658834444528252,WT,parallel,1.040672534403364,0.01002288252969658,4.538154339429926,0.12025585353811548
55,734.1772151898736,4.674281845177035,0.1142389207206695,WT,parallel,1.0403135236511964,0.009971476070654657,4.493147247352578,0.11795530914458345
56,784.8101265822784,4.642673482735629,0.11139028048315136,WT,parallel,1.0368547191244784,0.009895778016819713,4.477650915892931,0.11561866493100471
57,835.4430379746836,4.603004757634836,0.111463234270256,WT,parallel,1.042912999852573,0.009966404869896497,4.413603779304237,0.11489831271177808
58,886.0759493670885,4.549134378303445,0.11416601288053742,WT,parallel,1.0442263018152544,0.01004714979655436,4.356464082924702,0.11709046910755097
59,936.7088607594937,4.527894023482026,0.11762671915722697,WT,parallel,1.0463995175666827,0.0100354415890972,4.327117843107646,0.11982645558545166
60,987.3417721518986,4.5119065183553655,0.11877020986365706,WT,parallel,1.0436852559523653,0.009931479603843694,4.323052848186727,0.1210060135939437
61,1037.9746835443038,4.503595084958947,0.12169675513431541,WT,parallel,1.0426863797845036,0.009866220529573394,4.3192230878567,0.12366344363130242
62,1088.6075949367087,4.452056176733147,0.12114556353509116,WT,parallel,1.0445195672367729,0.009897159712673433,4.262300407172698,0.12281257515665256
63,1139.240506329114,4.4074411717029385,0.12107184752518556,WT,parallel,1.045214312449096,0.009909592620940072,4.216782261023229,0.1225395570737645
64,1189.8734177215188,4.400501270421819,0.12173147984856021,WT,parallel,1.0443490772052033,0.009951638285069977,4.213630639860439,0.12328375157187672
65,1240.506329113924,4.388917490868987,0.12114635056387628,WT,parallel,1.0488674453900433,0.009973294794746422,4.184434849378776,0.12216313215025879
66,1291.1392405063293,4.354980128123943,0.11708382042657274,WT,parallel,1.0524643802006293,0.009949024440973517,4.137888378981303,0.11792372545219167
67,1341.7721518987341,4.313986772226228,0.11264035324953249,WT,parallel,1.055083634728885,0.010029700238518235,4.088762852752192,0.11361491338420951
68,1392.4050632911394,4.310278682844226,0.10810414154348573,WT,parallel,1.0554507510811741,0.01003248476275659,4.083827386951875,0.10953388885437357
69,1443.0379746835442,4.297086911772799,0.10654810063304138,WT,parallel,1.055948648587588,0.010039648183618197,4.06940897885563,0.10806634133162867
70,1493.6708860759495,4.259506868181635,0.10689603364433128,WT,parallel,1.0527250677152302,0.010033614951010569,4.046172166704652,0.1086187634011398
71,1544.3037974683543,4.253081402455568,0.10883648696207388,WT,parallel,1.0542407591134573,0.010027150867566255,4.034260073602269,0.11013704741744419
72,1594.9367088607596,4.220783847902677,0.10911821177403208,WT,parallel,1.0586295294700299,0.01008569674906042,3.9870263679643263,0.10985127740715407
73,1645.5696202531644,4.178201404490284,0.10743136117021186,WT,parallel,1.0610689816032064,0.010151828268478606,3.9377283446522893,0.10803039274364423
74,1696.2025316455697,4.154751444140021,0.10403108188988382,WT,parallel,1.0600465245792712,0.010146818115435947,3.9194048070569614,0.10506481989905882
75,1746.8354430379745,4.147528223877754,0.09984736255226413,WT,parallel,1.055423543004871,0.010062301489741358,3.9297287343708724,0.10175266079633095
76,1797.4683544303798,4.13596706844759,0.09845181629349328,WT,parallel,1.0570571969500107,0.009997123753346288,3.912718328186345,0.10021954692147265
77,1848.1012658227846,4.150730838181068,0.10021175392119461,WT,parallel,1.061336466886566,0.009976850764217709,3.9108529365407096,0.10132485012095588
78,1898.73417721519,4.184160117913304,0.10638934460664018,WT,parallel,1.0687565551631146,0.010027435743974314,3.914979606627736,0.10610568872318106
79,1949.3670886075947,4.241122549315711,0.1126714999519114,WT,parallel,1.0709967902292805,0.010127435624966775,3.959976900031386,0.11166804230210868
80,2000,4.232624952259894,0.11478642512615081,WT,parallel,1.0753732464733148,0.010255279866760798,3.935958948337968,0.11314828737716978
1,-2000,5.031558035155434,0.5720551546041517,WT,antiparallel,1.0883618584382424,0.010373323397542322,4.623056197849056,0.5274548815649588
2,-1949.367088607595,4.974091027767504,0.5670388696308514,WT,antiparallel,1.079287881411121,0.010195326013882143,4.608678660659193,0.5271830698550064
3,-1898.73417721519,4.886551304935816,0.5192731578626748,WT,antiparallel,1.0677776106293602,0.009977406992708982,4.576375507682379,0.48818852774164595
4,-1848.1012658227849,4.713694439565365,0.43649135284148405,WT,antiparallel,1.0657250791707935,0.00997330357739665,4.422992882210241,0.41165838418987805
5,-1797.4683544303798,4.4935609320906265,0.368631589541925,WT,antiparallel,1.059970908959013,0.010031214164515714,4.23932477213333,0.3500816561375757
6,-1746.8354430379748,4.353451990033856,0.3182775216132484,WT,antiparallel,1.0573308109793205,0.010075151280057343,4.117398211446807,0.3035658753442935
7,-1696.2025316455697,4.246937643930093,0.2989596599215114,WT,antiparallel,1.0500019036473691,0.01002247086405938,4.044695185006424,0.28732855823431896
8,-1645.5696202531644,4.1933318128917945,0.29541440990180057,WT,antiparallel,1.046121184277137,0.009943877515791535,4.008457027652451,0.2849491715119671
9,-1594.9367088607596,4.160057950644944,0.29900355173742704,WT,antiparallel,1.0465811398484715,0.009880384792140038,3.974902463126037,0.2881494476830871
10,-1544.3037974683543,4.040853283871465,0.28985810298994086,WT,antiparallel,1.0506429854556594,0.009957856735894628,3.8460764882173217,0.2782841969661646
11,-1493.6708860759495,3.9620258971019764,0.2693429004370363,WT,antiparallel,1.0592120992206575,0.010051339707978875,3.7405406339458724,0.25675154708818543
12,-1443.0379746835442,3.8438765232456262,0.23605396521126806,WT,antiparallel,1.0645575228674347,0.010094186119381262,3.6107739043466323,0.22436668963818177
13,-1392.4050632911392,3.7223225528885475,0.21343745839460565,WT,antiparallel,1.0601981404363623,0.010089632886802468,3.510968762269752,0.20407241495130682
14,-1341.7721518987341,3.672495575202638,0.21501823719401694,WT,antiparallel,1.0562914491833038,0.010051544488000889,3.476782452458659,0.20623068196798164
15,-1291.139240506329,3.680105074959608,0.2260053928915371,WT,antiparallel,1.0441269216423827,0.009921876551332025,3.524576369672477,0.2190298106165236
16,-1240.506329113924,3.675511709871577,0.23758444012374488,WT,antiparallel,1.0383041975397624,0.009879269422792398,3.5399179918376675,0.23128532687344144
17,-1189.873417721519,3.756782284755612,0.25077037341933706,WT,antiparallel,1.0381419918267962,0.009860608225796605,3.6187557331583156,0.24399013021168056
18,-1139.240506329114,3.7454600073828628,0.25121654630743107,WT,antiparallel,1.0429281112965527,0.009907593254578073,3.591292598994731,0.2432802364377377
19,-1088.607594936709,3.703693027269781,0.24185571090654223,WT,antiparallel,1.0509544813816774,0.009986746377998275,3.5241231593594615,0.2325533892964722
20,-1037.9746835443038,3.711612441223059,0.23561288966989583,WT,antiparallel,1.0554708775752635,0.010008901276413282,3.5165465197389034,0.2257071269966191
21,-987.3417721518988,3.737153698592637,0.2357075439924764,WT,antiparallel,1.0633456677514408,0.010106788945118789,3.5145238391719333,0.2241688250238858
22,-936.7088607594937,3.7579681897104082,0.23590110341879275,WT,antiparallel,1.063933978188474,0.010097035189786477,3.5321441619046503,0.22424490851937934
23,-886.0759493670887,3.8164369942714917,0.23715263851807492,WT,antiparallel,1.0655512896742452,0.010166408436337716,3.5816548966293618,0.22517147817158797
24,-835.4430379746836,3.8409883229376667,0.23846754243603263,WT,antiparallel,1.0602384842356887,0.010173446827342862,3.622758822706367,0.22758920941495112
25,-784.8101265822784,3.787701854092565,0.2273558768679881,WT,antiparallel,1.0502673561026936,0.010125338455174325,3.606416815760014,0.21924863391589225
26,-734.1772151898733,3.788423186789698,0.22272612583920487,WT,antiparallel,1.047619361241872,0.01007053260238616,3.6162210502665912,0.21542531169911186
27,-683.5443037974683,3.687850997255809,0.21650669118546317,WT,antiparallel,1.0457728619189741,0.009969418399921104,3.52643593226226,0.20974199841015614
28,-632.9113924050632,3.684499596646769,0.22210003747080242,WT,antiparallel,1.0470152911196036,0.009951270170603007,3.5190504168347223,0.21474744019447894
29,-582.2784810126582,3.6111685702444904,0.22082728629298556,WT,antiparallel,1.04930463604155,0.009992466798601728,3.441487291876881,0.21298762631394058
30,-531.6455696202531,3.624026529232661,0.2349650443104168,WT,antiparallel,1.0521510548155166,0.010007974889791856,3.4443975631123567,0.2257092400598015
31,-481.0126582278481,3.6410694802780057,0.23824617609002433,WT,antiparallel,1.051276789348718,0.009947057884705426,3.4634736704628506,0.2289826964115342
32,-430.37974683544303,3.6788858589224556,0.2497978614061164,WT,antiparallel,1.0473142581174368,0.0098834403618965,3.5126857391737496,0.24080534529526443
33,-379.746835443038,3.703328688840961,0.2823768685239874,WT,antiparallel,1.0411564476006354,0.009834392744706905,3.556937766053653,0.2732877166487587
34,-329.11392405063293,3.8103411548861224,0.3275973443242275,WT,antiparallel,1.0364577179817835,0.009781755388142282,3.676311236608585,0.31797260859243937
35,-278.4810126582279,4.081705427517345,0.38390585009520195,WT,antiparallel,1.0393266713927893,0.009815281353097241,3.9272593880877706,0.37123671105646244
36,-227.84810126582283,4.337319957841095,0.4324228291817424,WT,antiparallel,1.0440664664168506,0.009848277681863188,4.154256551047384,0.41602131832750355
37,-177.21518987341778,4.661209476893221,0.46165895503571386,WT,antiparallel,1.0485160437793397,0.009880828664562715,4.445529951160359,0.44228597447723966
38,-126.58227848101274,4.912981616813745,0.4897926696022132,WT,antiparallel,1.0539464129409735,0.009941227467923117,4.661509879904016,0.46679796404104235
39,-75.94936708860769,5.12866689643931,0.5178392800428381,WT,antiparallel,1.0563463222315959,0.01002110001223244,4.855099874447132,0.49237627591725136
40,-25.316455696202638,5.301008855812586,0.5373373666013607,WT,antiparallel,1.0655534938577707,0.010131040420406053,4.974887592569952,0.5064935003609796
41,25.31645569620241,5.329765642596715,0.5353615349944131,WT,antiparallel,1.0648242908430083,0.010089546462096565,5.005300581917797,0.5050017926526084
42,75.94936708860769,5.3340393048673125,0.5393319454043197,WT,antiparallel,1.0640246698586642,0.010071069867160104,5.013078602374736,0.5090951958150983
43,126.58227848101251,5.186545929548159,0.5128618357926236,WT,antiparallel,1.0544922821275524,0.009971474479390927,4.918524314927883,0.4885778581772242
44,177.21518987341778,4.9949809409480785,0.46470196159805,WT,antiparallel,1.0546176340896116,0.01001395080432457,4.7362956767359075,0.4429245808747208
45,227.8481012658226,4.755126860756186,0.39427294392515266,WT,antiparallel,1.0563143546213383,0.010001708701238723,4.5016209804900145,0.3756792304864523
46,278.4810126582279,4.4713970096241775,0.33326977536374836,WT,antiparallel,1.057406798863739,0.010016213420639583,4.22864408894384,0.3177116198480423
47,329.1139240506327,4.30083313081988,0.3081836858336707,WT,antiparallel,1.0514347885685025,0.009983895301338246,4.090442105948708,0.2956700180364343
48,379.746835443038,4.30470885288656,0.3000573815008033,WT,antiparallel,1.0430124670645262,0.00992595736932668,4.127188301978608,0.29035223132324306
49,430.37974683544326,4.346722664595837,0.3067517126993457,WT,antiparallel,1.0369130460588247,0.009930565194272035,4.191983774451657,0.29854336635531875
50,481.0126582278481,4.3086125128031965,0.30371890279229863,WT,antiparallel,1.0258556979094975,0.009830485319864368,4.200018113252522,0.2987871116672693
51,531.6455696202534,4.211970588120655,0.2895098510480537,WT,antiparallel,1.0290684452813998,0.009819088115838844,4.0929936268416895,0.28402976668153795
52,582.2784810126582,4.16283240049514,0.2880125192712234,WT,antiparallel,1.0321994008033004,0.009871362224025917,4.0329730837427835,0.28168100275061714
53,632.9113924050635,4.087688594540554,0.28773323259285954,WT,antiparallel,1.0395124551225219,0.009973791263690445,3.932313243960852,0.2793558805055093
54,683.5443037974683,3.9535686880391627,0.2772043064952292,WT,antiparallel,1.040672534403364,0.01002288252969658,3.799051629921043,0.2688716006864551
55,734.1772151898736,3.91070915614669,0.27091197528583116,WT,antiparallel,1.0403135236511964,0.009971476070654657,3.7591640089626477,0.2628947121076969
56,784.8101265822784,3.9954168313071503,0.2903447972530084,WT,antiparallel,1.0368547191244784,0.009895778016819713,3.853400826184102,0.28242929602455896
57,835.4430379746836,4.112449596076463,0.31644713260042945,WT,antiparallel,1.042912999852573,0.009966404869896497,3.9432336126386396,0.30575718023753906
58,886.0759493670885,4.212083114437796,0.35017885676276955,WT,antiparallel,1.0442263018152544,0.01004714979655436,4.033688011033266,0.33758602383510566
59,936.7088607594937,4.288657476284017,0.3527607614973123,WT,antiparallel,1.0463995175666827,0.0100354415890972,4.098489538925766,0.33940234782814876
60,987.3417721518986,4.320917646040371,0.343589701988993,WT,antiparallel,1.0436852559523653,0.009931479603843694,4.140058146263189,0.33155700535587135
61,1037.9746835443038,4.274664128958289,0.3131564624055179,WT,antiparallel,1.0426863797845036,0.009866220529573394,4.099664301591579,0.3028310968501841
62,1088.6075949367087,4.273102654033632,0.2986365175200599,WT,antiparallel,1.0445195672367729,0.009897159712673433,4.090974250810756,0.28852380709717096
63,1139.240506329114,4.234874459134999,0.28264546931587786,WT,antiparallel,1.045214312449096,0.009909592620940072,4.0516805105854745,0.2731334265476929
64,1189.8734177215188,4.246305519703016,0.26761522843667135,WT,antiparallel,1.0443490772052033,0.009951638285069977,4.065982928875288,0.259163289443565
65,1240.506329113924,4.250122324493987,0.2590891451480108,WT,antiparallel,1.0488674453900433,0.009973294794746422,4.052106243905292,0.25000491069867753
66,1291.1392405063293,4.323821249123236,0.26432458547082116,WT,antiparallel,1.0524643802006293,0.009949024440973517,4.108282741406407,0.25413317382780315
67,1341.7721518987341,4.402467713819807,0.2749791742098516,WT,antiparallel,1.055083634728885,0.010029700238518235,4.172624395743821,0.26362423397772294
68,1392.4050632911394,4.3288609409735574,0.28716953004388535,WT,antiparallel,1.0554507510811741,0.01003248476275659,4.10143337956716,0.2748612392573465
69,1443.0379746835442,4.319833318557312,0.3165048498309208,WT,antiparallel,1.055948648587588,0.010039648183618197,4.090950184306235,0.30224820954741227
70,1493.6708860759495,4.351988989484844,0.3481724296238999,WT,antiparallel,1.0527250677152302,0.010033614951010569,4.13402237958495,0.333073208579798
71,1544.3037974683543,4.431036275431884,0.4104618792597894,WT,antiparallel,1.0542407591134573,0.010027150867566255,4.203059156200786,0.39139051918880696
72,1594.9367088607596,4.506037417704786,0.47323551927113094,WT,antiparallel,1.0586295294700299,0.01008569674906042,4.256481887446116,0.44886213385007634
73,1645.5696202531644,4.464421333114899,0.4888219028311394,WT,antiparallel,1.0610689816032064,0.010151828268478606,4.207475112852181,0.46244356559647826
74,1696.2025316455697,4.358227668834563,0.46299678264722377,WT,antiparallel,1.0600465245792712,0.010146818115435947,4.111355084687749,0.4385396147790201
75,1746.8354430379745,4.295260639634298,0.4359971179424245,WT,antiparallel,1.055423543004871,0.010062301489741358,4.069703265672248,0.41491969624390185
76,1797.4683544303798,4.3167455066839855,0.4604965940404718,WT,antiparallel,1.0570571969500107,0.009997123753346288,4.083738816725666,0.4373488643513931
77,1848.1012658227846,4.2487631239120045,0.4497233889737237,WT,antiparallel,1.061336466886566,0.009976850764217709,4.003219767220253,0.42540081907202953
78,1898.73417721519,4.166768642991337,0.4149420258097446,WT,antiparallel,1.0687565551631146,0.010027435743974314,3.8987069813624684,0.389966816976194
79,1949.3670886075947,4.045493872805022,0.36546221025705783,WT,antiparallel,1.0709967902292805,0.010127435624966775,3.7773165239262356,0.34309989891977555
80,2000,3.9857828872761325,0.35422745281742735,WT,antiparallel,1.0753732464733148,0.010255279866760798,3.706418120729247,0.3312905230912177
1,-2000,4.410949514743345,0.33410168738693463,WT,hybrid,1.0883618584382424,0.010373323397542322,4.052833605426865,0.3093974784321447
2,-1949.367088607595,4.451887972292767,0.34843778724646324,WT,hybrid,1.079287881411121,0.010195326013882143,4.124838283620975,0.3251833344585239
3,-1898.73417721519,4.552114446126762,0.35853031109288835,WT,hybrid,1.0677776106293602,0.009977406992708982,4.26316716216188,0.33812719783550016
4,-1848.1012658227849,4.640044653482086,0.36560365539174244,WT,hybrid,1.0657250791707935,0.00997330357739665,4.353885203764142,0.3454673978233229
5,-1797.4683544303798,4.611516254273101,0.35233474787346114,WT,hybrid,1.059970908959013,0.010031214164515714,4.350606432021824,0.3349406115597647
6,-1746.8354430379748,4.562624302933623,0.3356564382088713,WT,hybrid,1.0573308109793205,0.010075151280057343,4.315228739723976,0.32010835130453585
7,-1696.2025316455697,4.511411098503502,0.31881024958600385,WT,hybrid,1.0500019036473691,0.01002247086405938,4.296574208896488,0.3063854978081747
8,-1645.5696202531644,4.432676016812412,0.2986708540119347,WT,hybrid,1.046121184277137,0.009943877515791535,4.237249071555092,0.2883301384382408
9,-1594.9367088607596,4.309914864466268,0.2795905966108519,WT,hybrid,1.0465811398484715,0.009880384792140038,4.118089558818418,0.2699606575343657
10,-1544.3037974683543,4.195580252325081,0.2531750145020624,WT,hybrid,1.0506429854556594,0.009957856735894628,3.9933453232027016,0.24392573616818736
11,-1493.6708860759495,4.0552636670559314,0.22797582448588616,WT,hybrid,1.0592120992206575,0.010051339707978875,3.8285662239316336,0.2182763052652918
12,-1443.0379746835442,3.930878447375993,0.211455304353161,WT,hybrid,1.0645575228674347,0.010094186119381262,3.6924998066689634,0.201694290122992
13,-1392.4050632911392,3.865060610745474,0.20881942740335926,WT,hybrid,1.0601981404363623,0.010089632886802468,3.645602141081544,0.19999493512409897
14,-1341.7721518987341,3.831754767144287,0.21168075193593422,WT,hybrid,1.0562914491833038,0.010051544488000889,3.627554469087956,0.2033512401522309
15,-1291.139240506329,3.7803199248522406,0.21459675338992593,WT,hybrid,1.0441269216423827,0.009921876551332025,3.62055593673028,0.20838716148122066
16,-1240.506329113924,3.7395777069383414,0.21394346521464813,WT,hybrid,1.0383041975397624,0.009879269422792398,3.6016205229634854,0.20888106810391519
17,-1189.873417721519,3.6858529363324024,0.20070738662182244,WT,hybrid,1.0381419918267962,0.009860608225796605,3.5504323737511916,0.1962524003954851
18,-1139.240506329114,3.6624445992931345,0.19620897666542877,WT,hybrid,1.0429281112965527,0.009907593254578073,3.511694199842823,0.19106768309080333
19,-1088.607594936709,3.669483985288945,0.18919869962934008,WT,hybrid,1.0509544813816774,0.009986746377998275,3.4915727087101986,0.18305749967607055
20,-1037.9746835443038,3.670868689760401,0.1770767985052231,WT,hybrid,1.0554708775752635,0.010008901276413282,3.4779440795121688,0.17098145145133314
21,-987.3417721518988,3.705203951077034,0.18489692610047437,WT,hybrid,1.0633456677514408,0.010106788945118789,3.484477403206135,0.17700818393827916
22,-936.7088607594937,3.793531184262878,0.19263377538530066,WT,hybrid,1.063933978188474,0.010097035189786477,3.5655701030641027,0.18419292555043373
23,-886.0759493670887,3.8568688635292006,0.19565935744378393,WT,hybrid,1.0655512896742452,0.010166408436337716,3.6195994513866174,0.18684194996439646
24,-835.4430379746836,3.948837725817711,0.1995470395212291,WT,hybrid,1.0602384842356887,0.010173446827342862,3.7244806565047237,0.19157257304377723
25,-784.8101265822784,4.093520872944235,0.20970738428589034,WT,hybrid,1.0502673561026936,0.010125338455174325,3.8975988819974106,0.20317537023998866
26,-734.1772151898733,4.2831671193010905,0.22769968053800826,WT,hybrid,1.047619361241872,0.01007053260238616,4.088476480831479,0.22087435074295003
27,-683.5443037974683,4.446489951715529,0.24434934827409918,WT,hybrid,1.0457728619189741,0.009969418399921104,4.251869706731824,0.2371440355456461
28,-632.9113924050632,4.635026669091684,0.26719706582268316,WT,hybrid,1.0470152911196036,0.009951270170603007,4.4268949158663355,0.25864405581471317
29,-582.2784810126582,4.8060971532406365,0.2880595669444968,WT,hybrid,1.04930463604155,0.009992466798601728,4.5802686733296065,0.27796773359112414
30,-531.6455696202531,5.062407235575137,0.31566817865116403,WT,hybrid,1.0521510548155166,0.010007974889791856,4.8114833059429625,0.30349234679412
31,-481.0126582278481,5.349926559634464,0.36352016762140477,WT,hybrid,1.051276789348718,0.009947057884705426,5.088980003971004,0.349125660376894
32,-430.37974683544303,5.637708394838757,0.42705263835187557,WT,hybrid,1.0473142581174368,0.0098834403618965,5.383015032157227,0.4109119132726429
33,-379.746835443038,5.972611442014249,0.49579841989593676,WT,hybrid,1.0411564476006354,0.009834392744706905,5.736516789362678,0.47927258191532485
34,-329.11392405063293,6.376859955485619,0.5544687162345797,WT,hybrid,1.0364577179817835,0.009781755388142282,6.152551951567113,0.5381071514552184
35,-278.4810126582279,6.832214541882232,0.6237389245785742,WT,hybrid,1.0393266713927893,0.009815281353097241,6.573693074504152,0.6033399629197668
36,-227.84810126582283,7.163272071627308,0.663173908877464,WT,hybrid,1.0440664664168506,0.009848277681863188,6.860934913666045,0.6384719679248242
