bin,position,mean,sem,genotype,feature,n_regions
46,278.4810126582279,3.5511664368480163,0.06775537135783348,DHX36KO,enhancer,16000
47,329.1139240506327,3.53707216011237,0.06759497302761228,DHX36KO,enhancer,16000
48,379.746835443038,3.5233487185152583,0.068046356420072035,DHX36KO,enhancer,16000
49,430.37974683544326,3.529837676392643,0.06920309388793591,DHX36KO,enhancer,16000
50,481.0126582278481,3.5537370362735503,0.07072410529646468,DHX36KO,enhancer,16000
51,531.6455696202534,3.5641209883846647,0.06998640121158917,DHX36KO,enhancer,16000
52,582.2784810126582,3.574246360974864,0.06942657179623718,DHX36KO,enhancer,16000
53,632.9113924050635,3.59855745080866,0.07028968429970332,DHX36KO,enhancer,16000
54,683.5443037974683,3.61966688154433,0.07184763871686471,DHX36KO,enhancer,16000
55,734.1772151898736,3.6386833488388226,0.07348301981096177,DHX36KO,enhancer,16000
56,784.8101265822784,3.634870367604279,0.073032409100732,DHX36KO,enhancer,16000
57,835.4430379746836,3.5998022884098044,0.0702328027100174,DHX36KO,enhancer,16000
58,886.0759493670885,3.5634349187127192,0.067803069231144375,DHX36KO,enhancer,16000
59,936.7088607594937,3.5500164063057804,0.06653112273482907,DHX36KO,enhancer,16000
60,987.3417721518986,3.545737104169905,0.06554505217687995,DHX36KO,enhancer,16000
61,1037.9746835443038,3.5468595548647515,0.06432483060844538,DHX36KO,enhancer,16000
62,1088.6075949367087,3.5380140843486254,0.06281594158232282,DHX36KO,enhancer,16000
63,1139.240506329114,3.5340172640834493,0.062129669767469,DHX36KO,enhancer,16000
64,1189.8734177215188,3.540412592797913,0.061744947946254986,DHX36KO,enhancer,16000
65,1240.506329113924,3.5430772738633474,0.061561671478723684,DHX36KO,enhancer,16000
66,1291.1392405063293,3.5725029028666104,0.06327517409689183,DHX36KO,enhancer,16000
67,1341.7721518987341,3.576203313553453,0.06391099045246931,DHX36KO,enhancer,16000
68,1392.4050632911394,3.570607565107351,0.06380283287361149,DHX36KO,enhancer,16000
69,1443.0379746835442,3.576429233127591,0.06599405495777745,DHX36KO,enhancer,16000
70,1493.6708860759495,3.575804403257367,0.06852489803298965,DHX36KO,enhancer,16000
71,1544.3037974683543,3.587423325255527,0.07105751365602564,DHX36KO,enhancer,16000
72,1594.9367088607596,3.5961800078699344,0.07255973370576237,DHX36KO,enhancer,16000
73,1645.5696202531644,3.589989058884223,0.07221977629062983,DHX36KO,enhancer,16000
74,1696.2025316455697,3.5895412371593367,0.07098389672730673,DHX36KO,enhancer,16000
75,1746.8354430379745,3.5839915231150146,0.0708329069279822,DHX36KO,enhancer,16000
76,1797.4683544303798,3.5618330589420744,0.07096603343776987,DHX36KO,enhancer,16000
77,1848.1012658227846,3.560518450885865,0.07088193745167465,DHX36KO,enhancer,16000
78,1898.73417721519,3.5698756417765,0.07032673592712685,DHX36KO,enhancer,16000
79,1949.3670886075947,3.5845047505424232,0.07028395978358068,DHX36KO,enhancer,16000
80,2000,3.5800665806861125,0.06902480614290807,DHX36KO,enhancer,16000
1,-2000,3.102924241859507,0.07990092435737396,DHX36KO,lncRNA,9405
2,-1949.367088607595,3.1371409625451894,0.0799448953997821,DHX36KO,lncRNA,9405
3,-1898.73417721519,3.1485585730365098,0.07761678143583871,DHX36KO,lncRNA,9405
4,-1848.1012658227849,3.1705108029802553,0.07543066656859235,DHX36KO,lncRNA,9405
5,-1797.4683544303798,3.188314288000217,0.07481660182021634,DHX36KO,lncRNA,9405
6,-1746.8354430379748,3.2125897674611785,0.07548800046919908,DHX36KO,lncRNA,9405
7,-1696.2025316455697,3.2205688809914745,0.07664121493713676,DHX36KO,lncRNA,9405
8,-1645.5696202531644,3.195504529093472,0.07643813163160974,DHX36KO,lncRNA,9405
9,-1594.9367088607596,3.1721365158585035,0.07535200692080588,DHX36KO,lncRNA,9405
10,-1544.3037974683543,3.158145159058196,0.07463304466541347,DHX36KO,lncRNA,9405
11,-1493.6708860759495,3.155172753526407,0.07491081919600245,DHX36KO,lncRNA,9405
12,-1443.0379746835442,3.15199157596907,0.07571573319324869,DHX36KO,lncRNA,9405
13,-1392.4050632911392,3.171537037527375,0.07668293476859162,DHX36KO,lncRNA,9405
14,-1341.7721518987341,3.1714754088280004,0.0775156574463484,DHX36KO,lncRNA,9405
15,-1291.139240506329,3.1860230157212737,0.0784707320179817,DHX36KO,lncRNA,9405
16,-1240.506329113924,3.178034956476623,0.07799559891401053,DHX36KO,lncRNA,9405
17,-1189.873417721519,3.177124805606358,0.07729116625038099,DHX36KO,lncRNA,9405
18,-1139.240506329114,3.1686611183531745,0.0765619457771003,DHX36KO,lncRNA,9405
19,-1088.607594936709,3.140785602319789,0.07483432592187897,DHX36KO,lncRNA,9405
20,-1037.9746835443038,3.1057948596152736,0.07340315321354125,DHX36KO,lncRNA,9405
21,-987.3417721518988,3.0915407340006653,0.07295023039816795,DHX36KO,lncRNA,9405
22,-936.7088607594937,3.0861658605530815,0.071480106272737,DHX36KO,lncRNA,9405
23,-886.0759493670887,3.0809760414710614,0.07009297318499787,DHX36KO,lncRNA,9405
24,-835.4430379746836,3.0968206384756356,0.06955273649803877,DHX36KO,lncRNA,9405
25,-784.8101265822784,3.11902867691971,0.06983237862712734,DHX36KO,lncRNA,9405
26,-734.1772151898733,3.147842904208852,0.07147317322625468,DHX36KO,lncRNA,9405
27,-683.5443037974683,3.1907537843210627,0.07536027749374133,DHX36KO,lncRNA,9405
28,-632.9113924050632,3.2258127312616756,0.07810904938909936,DHX36KO,lncRNA,9405
29,-582.2784810126582,3.2491620958472462,0.07773929479910956,DHX36KO,lncRNA,9405
30,-531.6455696202531,3.2636569802241153,0.07784352057601206,DHX36KO,lncRNA,9405
31,-481.0126582278481,3.278810070962328,0.07992508749535664,DHX36KO,lncRNA,9405
32,-430.37974683544303,3.3130402564280343,0.08339826592854095,DHX36KO,lncRNA,9405
33,-379.746835443038,3.3519265982746784,0.08587535025586301,DHX36KO,lncRNA,9405
34,-329.11392405063293,3.40233149464225,0.08979582591245441,DHX36KO,lncRNA,9405
35,-278.4810126582279,3.4599499528523974,0.09620947810508133,DHX36KO,lncRNA,9405
36,-227.84810126582283,3.494260330620516,0.10118298504504934,DHX36KO,lncRNA,9405
37,-177.21518987341778,3.5148548196566742,0.10424200438226748,DHX36KO,lncRNA,9405
38,-126.58227848101274,3.5447997183829676,0.10683913796609558,DHX36KO,lncRNA,9405
39,-75.94936708860769,3.538500697085311,0.10306354207176593,DHX36KO,lncRNA,9405
40,-25.316455696202638,3.483379037513138,0.09478383312232927,DHX36KO,lncRNA,9405
41,25.31645569620241,3.427740505851617,0.08702527823214747,DHX36KO,lncRNA,9405
42,75.94936708860769,3.3924217947302133,0.08146018496906868,DHX36KO,lncRNA,9405
43,126.58227848101251,3.367279464919994,0.07797379355025993,DHX36KO,lncRNA,9405
44,177.21518987341778,3.3470897757498452,0.0772663827355771,DHX36KO,lncRNA,9405
45,227.8481012658226,3.355915308680759,0.08069955190130577,DHX36KO,lncRNA,9405
46,278.4810126582279,3.3708949319491146,0.08370484696122088,DHX36KO,lncRNA,9405
47,329.1139240506327,3.4240140093344005,0.0890139181846354,DHX36KO,lncRNA,9405
48,379.746835443038,3.4616004647973386,0.09168741896845292,DHX36KO,lncRNA,9405
49,430.37974683544326,3.4315646638987602,0.08868937206925086,DHX36KO,lncRNA,9405
50,481.0126582278481,3.3900477533289384,0.0852005299248256,DHX36KO,lncRNA,9405
51,531.6455696202534,3.371131841871389,0.08594057429258135,DHX36KO,lncRNA,9405
52,582.2784810126582,3.373869867200703,0.0885768253817035,DHX36KO,lncRNA,9405
53,632.9113924050635,3.382211454871885,0.09148524578951116,DHX36KO,lncRNA,9405
54,683.5443037974683,3.3697161332914187,0.09194086300728001,DHX36KO,lncRNA,9405
55,734.1772151898736,3.387085874212563,0.09339687926408245,DHX36KO,lncRNA,9405
56,784.8101265822784,3.3957496410388237,0.09650420095767079,DHX36KO,lncRNA,9405
57,835.4430379746836,3.3996443105477048,0.09924175132422841,DHX36KO,lncRNA,9405
58,886.0759493670885,3.372944766428596,0.0992922548609427,DHX36KO,lncRNA,9405
59,936.7088607594937,3.353320592882938,0.0967687471309086,DHX36KO,lncRNA,9405
60,987.3417721518986,3.322742098525521,0.09286629155377152,DHX36KO,lncRNA,9405
61,1037.9746835443038,3.2907065245968807,0.0879216119903597,DHX36KO,lncRNA,9405
62,1088.6075949367087,3.2665727647429694,0.08408704770377813,DHX36KO,lncRNA,9405
63,1139.240506329114,3.232260192909211,0.07968110848000061,DHX36KO,lncRNA,9405
64,1189.8734177215188,3.2089939011841557,0.07705313412144403,DHX36KO,lncRNA,9405
65,1240.506329113924,3.20190220877664,0.07553329465848704,DHX36KO,lncRNA,9405
66,1291.1392405063293,3.1749127135703117,0.0720623944285584,DHX36KO,lncRNA,9405
67,1341.7721518987341,3.1758775551678395,0.06904833383433752,DHX36KO,lncRNA,9405
68,1392.4050632911394,3.1762761282059224,0.06941227526991622,DHX36KO,lncRNA,9405
69,1443.0379746835442,3.148091638579235,0.06917531754234577,DHX36KO,lncRNA,9405
70,1493.6708860759495,3.1429299487210076,0.06980556432718243,DHX36KO,lncRNA,9405
71,1544.3037974683543,3.149947604991597,0.0710198641070496,DHX36KO,lncRNA,9405
72,1594.9367088607596,3.176053836721687,0.072839474582942,DHX36KO,lncRNA,9405
73,1645.5696202531644,3.184338169207145,0.07355882683360472,DHX36KO,lncRNA,9405
74,1696.2025316455697,3.16444424603473,0.07280084490296705,DHX36KO,lncRNA,9405
75,1746.8354430379745,3.150148769127721,0.07238908257144942,DHX36KO,lncRNA,9405
76,1797.4683544303798,3.136687206720576,0.07225418296703938,DHX36KO,lncRNA,9405
77,1848.1012658227846,3.142778200818008,0.0727755254073343,DHX36KO,lncRNA,9405
78,1898.73417721519,3.162418965140264,0.0748947142763517,DHX36KO,lncRNA,9405
79,1949.3670886075947,3.174792225578091,0.07853449032996883,DHX36KO,lncRNA,9405
80,2000,3.192271615178229,0.0811174576031849,DHX36KO,lncRNA,9405
1,-2000,2.709196447775551,0.0556964036927893,FANCJKO,promoter,16000
2,-1949.367088607595,2.7151322397040576,0.056046017779753196,FANCJKO,promoter,16000
3,-1898.73417721519,2.7107952909069235,0.05530862805498069,FANCJKO,promoter,16000
4,-1848.1012658227849,2.705838169133097,0.05514235865890171,FANCJKO,promoter,16000
5,-1797.4683544303798,2.6963337454024416,0.05474135053481173,FANCJKO,promoter,16000
6,-1746.8354430379748,2.7022521378553512,0.05519651917385031,FANCJKO,promoter,16000
7,-1696.2025316455697,2.714191217491318,0.05458111722462005,FANCJKO,promoter,16000
8,-1645.5696202531644,2.7162195491430956,0.052740139689556896,FANCJKO,promoter,16000
9,-1594.9367088607596,2.715791951232473,0.051879408400630746,FANCJKO,promoter,16000
10,-1544.3037974683543,2.7161821604271514,0.05151283227065198,FANCJKO,promoter,16000
11,-1493.6708860759495,2.712885157376589,0.05149311554626835,FANCJKO,promoter,16000
12,-1443.0379746835442,2.7018882712156813,0.051898214325175475,FANCJKO,promoter,16000
13,-1392.4050632911392,2.6951196243774254,0.053909783140445984,FANCJKO,promoter,16000
14,-1341.7721518987341,2.712157701790411,0.058060415764615896,FANCJKO,promoter,16000
15,-1291.139240506329,2.7256402579779335,0.061065925316807386,FANCJKO,promoter,16000
16,-1240.506329113924,2.7360226527289235,0.06238530699970051,FANCJKO,promoter,16000
17,-1189.873417721519,2.743487244896993,0.06184799696579841,FANCJKO,promoter,16000
18,-1139.240506329114,2.7427543838334802,0.05981820334349164,FANCJKO,promoter,16000
19,-1088.607594936709,2.7540113634590835,0.05894497251168337,FANCJKO,promoter,16000
20,-1037.9746835443038,2.768556520267397,0.05750628719860129,FANCJKO,promoter,16000
21,-987.3417721518988,2.78227420513445,0.057123549027504016,FANCJKO,promoter,16000
22,-936.7088607594937,2.785326102569746,0.056746205702743295,FANCJKO,promoter,16000
23,-886.0759493670887,2.7754302060031817,0.05573589198480319,FANCJKO,promoter,16000
24,-835.4430379746836,2.764606114017944,0.05365443129076484,FANCJKO,promoter,16000
25,-784.8101265822784,2.7691061001826096,0.05229987652263053,FANCJKO,promoter,16000
26,-734.1772151898733,2.7884520302077678,0.05292699111110353,FANCJKO,promoter,16000
27,-683.5443037974683,2.8195731606443304,0.05354542130059398,FANCJKO,promoter,16000
28,-632.9113924050632,2.8625259088644914,0.05471824157440353,FANCJKO,promoter,16000
29,-582.2784810126582,2.9034573267511745,0.056071947929017193,FANCJKO,promoter,16000
30,-531.6455696202531,2.9557335114789183,0.0586488038924222,FANCJKO,promoter,16000
31,-481.0126582278481,3.0145140566750426,0.0625659468990591,FANCJKO,promoter,16000
32,-430.37974683544303,3.09025691451363,0.06856793758400725,FANCJKO,promoter,16000
33,-379.746835443038,3.194281835176433,0.07366019321307596,FANCJKO,promoter,16000
34,-329.11392405063293,3.2869502663741086,0.0793062443914904,FANCJKO,promoter,16000
35,-278.4810126582279,3.4169800133197024,0.08691274424448044,FANCJKO,promoter,16000
36,-227.84810126582283,3.5539567896838364,0.09559075328367474,FANCJKO,promoter,16000
37,-177.21518987341778,3.6827938440799106,0.10317786887379075,FANCJKO,promoter,16000
38,-126.58227848101274,3.7898438097436515,0.10836891994812634,FANCJKO,promoter,16000
39,-75.94936708860769,3.8549242277791764,0.10957888435154656,FANCJKO,promoter,16000
40,-25.316455696202638,3.8595915136427137,0.10694211212223992,FANCJKO,promoter,16000
41,25.31645569620241,3.813324277826837,0.10086658356265746,FANCJKO,promoter,16000
42,75.94936708860769,3.7227352367305144,0.09369766039174773,FANCJKO,promoter,16000
43,126.58227848101251,3.6375535514158246,0.08731833311791304,FANCJKO,promoter,16000
44,177.21518987341778,3.557430858569916,0.08222017717924995,FANCJKO,promoter,16000
45,227.8481012658226,3.460470512657982,0.07771704097937442,FANCJKO,promoter,16000
46,278.4810126582279,3.339118804266476,0.07266873843906298,FANCJKO,promoter,16000
47,329.1139240506327,3.244177773747617,0.06905421245517138,FANCJKO,promoter,16000
48,379.746835443038,3.1618824609287675,0.06576803268600223,FANCJKO,promoter,16000
49,430.37974683544326,3.0817884412965926,0.06191770277173247,FANCJKO,promoter,16000
50,481.0126582278481,3.0382107992342506,0.06062626923002963,FANCJKO,promoter,16000
51,531.6455696202534,3.0011631352561072,0.06094873472887235,FANCJKO,promoter,16000
52,582.2784810126582,2.980713842052547,0.06180969063647824,FANCJKO,promoter,16000
53,632.9113924050635,2.966085302127602,0.06284673881934011,FANCJKO,promoter,16000
54,683.5443037974683,2.939624885186204,0.06359391827424758,FANCJKO,promoter,16000
55,734.1772151898736,2.8990802406057035,0.06308744496843624,FANCJKO,promoter,16000
56,784.8101265822784,2.885125292735831,0.06341896770634264,FANCJKO,promoter,16000
57,835.4430379746836,2.8726911159565915,0.0635906441306856,FANCJKO,promoter,16000
58,886.0759493670885,2.8657015702037274,0.06438025139711664,FANCJKO,promoter,16000
59,936.7088607594937,2.864332378230076,0.06610606698589863,FANCJKO,promoter,16000
60,987.3417721518986,2.8634101656603796,0.06644230747150552,FANCJKO,promoter,16000
61,1037.9746835443038,2.8755127525544784,0.06818117170476841,FANCJKO,promoter,16000
62,1088.6075949367087,2.8719081030505147,0.06869964618981726,FANCJKO,promoter,16000
63,1139.240506329114,2.8630946791305965,0.06913231685396645,FANCJKO,promoter,16000
64,1189.8734177215188,2.850724584118246,0.06900225320776858,FANCJKO,promoter,16000
65,1240.506329113924,2.8504866593704037,0.06793989393863012,FANCJKO,promoter,16000
66,1291.1392405063293,2.8255751138404093,0.06465009607492435,FANCJKO,promoter,16000
67,1341.7721518987341,2.8141834563596,0.06219913087392467,FANCJKO,promoter,16000
68,1392.4050632911394,2.791564258936509,0.05974435538830092,FANCJKO,promoter,16000
69,1443.0379746835442,2.7673861278342655,0.057816699313071276,FANCJKO,promoter,16000
70,1493.6708860759495,2.7537200307727785,0.057312137813219616,FANCJKO,promoter,16000
71,1544.3037974683543,2.756995015414509,0.057739813953279456,FANCJKO,promoter,16000
72,1594.9367088607596,2.732964816484771,0.05727816748943749,FANCJKO,promoter,16000
73,1645.5696202531644,2.717294360482566,0.057115902071639836,FANCJKO,promoter,16000
74,1696.2025316455697,2.710174172522613,0.05632879547529524,FANCJKO,promoter,16000
75,1746.8354430379745,2.710557698441862,0.05478426467090634,FANCJKO,promoter,16000
76,1797.4683544303798,2.7084241614359033,0.05520261311091894,FANCJKO,promoter,16000
77,1848.1012658227846,2.7028188750749482,0.05612636472499334,FANCJKO,promoter,16000
78,1898.73417721519,2.7135993717414184,0.05922601337337196,FANCJKO,promoter,16000
79,1949.3670886075947,2.727821450372864,0.06135802450273403,FANCJKO,promoter,16000
80,2000,2.717766026224102,0.061379992741245386,FANCJKO,promoter,16000
1,-2000,2.89037456654454,0.059857279772752806,FANCJKO,5UTR,16000
2,-1949.367088607595,2.8684476225778393,0.05633283366558702,FANCJKO,5UTR,16000
3,-1898.73417721519,2.8615727728310745,0.05429286673114216,FANCJKO,5UTR,16000
4,-1848.1012658227849,2.8646971339616805,0.05333583425353489,FANCJKO,5UTR,16000
5,-1797.4683544303798,2.870329349310072,0.053073243594505305,FANCJKO,5UTR,16000
6,-1746.8354430379748,2.882714530211243,0.053301348700756195,FANCJKO,5UTR,16000
7,-1696.2025316455697,2.873623065797358,0.053111727923869145,FANCJKO,5UTR,16000
8,-1645.5696202531644,2.8595672896429374,0.05343402953292283,FANCJKO,5UTR,16000
9,-1594.9367088607596,2.8633296416772214,0.053808310241475824,FANCJKO,5UTR,16000
10,-1544.3037974683543,2.8688507520264572,0.05371865824250671,FANCJKO,5UTR,16000
11,-1493.6708860759495,2.857876320926343,0.05371087453619505,FANCJKO,5UTR,16000
12,-1443.0379746835442,2.856888300014761,0.054863759987685196,FANCJKO,5UTR,16000
13,-1392.4050632911392,2.862274846460639,0.056447229393960664,FANCJKO,5UTR,16000
14,-1341.7721518987341,2.8662863704939574,0.05739248557370573,FANCJKO,5UTR,16000
15,-1291.139240506329,2.871600281679369,0.0573558951403065,FANCJKO,5UTR,16000
16,-1240.506329113924,2.879088639374174,0.05672529698705969,FANCJKO,5UTR,16000
17,-1189.873417721519,2.8951226154533014,0.057523603817020395,FANCJKO,5UTR,16000
18,-1139.240506329114,2.912057843090006,0.058665212384074676,FANCJKO,5UTR,16000
19,-1088.607594936709,2.909591766353135,0.05926922369323531,FANCJKO,5UTR,16000
20,-1037.9746835443038,2.920460303367866,0.059841462867698314,FANCJKO,5UTR,16000
21,-987.3417721518988,2.926737467580446,0.060809112802267376,FANCJKO,5UTR,16000
22,-936.7088607594937,2.9376220245294493,0.06216679244309631,FANCJKO,5UTR,16000
23,-886.0759493670887,2.944905706182344,0.06322032771951527,FANCJKO,5UTR,16000
24,-835.4430379746836,2.9558830473479847,0.06423570277493705,FANCJKO,5UTR,16000
25,-784.8101265822784,2.987447071593572,0.06485481671553875,FANCJKO,5UTR,16000
26,-734.1772151898733,2.986637327707652,0.06338526380032349,FANCJKO,5UTR,16000
27,-683.5443037974683,3.013765623737127,0.06223809490401569,FANCJKO,5UTR,16000
28,-632.9113924050632,3.051285546460707,0.0630067698277296,FANCJKO,5UTR,16000
29,-582.2784810126582,3.1011180960546483,0.06625175296750163,FANCJKO,5UTR,16000
30,-531.6455696202531,3.1639552592288327,0.07100652060062185,FANCJKO,5UTR,16000
31,-481.0126582278481,3.2129906646148547,0.07549367343135606,FANCJKO,5UTR,16000
32,-430.37974683544303,3.2550230980008448,0.0774745663110313,FANCJKO,5UTR,16000
33,-379.746835443038,3.3126042987566664,0.07977131909948787,FANCJKO,5UTR,16000
34,-329.11392405063293,3.3700933058559803,0.08270896893407031,FANCJKO,5UTR,16000
35,-278.4810126582279,3.4217407227994214,0.08410563428999278,FANCJKO,5UTR,16000
36,-227.84810126582283,3.4351462394934638,0.08189174988975512,FANCJKO,5UTR,16000
37,-177.21518987341778,3.433946610004163,0.08051389422856317,FANCJKO,5UTR,16000
38,-126.58227848101274,3.427647136437804,0.0784205933274666,FANCJKO,5UTR,16000
39,-75.94936708860769,3.4006556731147812,0.07600439451691833,FANCJKO,5UTR,16000
40,-25.316455696202638,3.3565261428763407,0.07312502690619212,FANCJKO,5UTR,16000
41,25.31645569620241,3.297502809395428,0.07058083623010822,FANCJKO,5UTR,16000
42,75.94936708860769,3.2523080456394866,0.06956805838221486,FANCJKO,5UTR,16000
43,126.58227848101251,3.213729663943154,0.06872178810974383,FANCJKO,5UTR,16000
44,177.21518987341778,3.1561703191670216,0.06612302654191701,FANCJKO,5UTR,16000
45,227.8481012658226,3.1121990674284437,0.06375312638101271,FANCJKO,5UTR,16000
46,278.4810126582279,3.067059752850723,0.06192442517665746,FANCJKO,5UTR,16000
47,329.1139240506327,3.0255799878465366,0.06025653585121005,FANCJKO,5UTR,16000
48,379.746835443038,3.0034852673660155,0.05997036195805397,FANCJKO,5UTR,16000
49,430.37974683544326,2.9885882884278536,0.060757294125793296,FANCJKO,5UTR,16000
50,481.0126582278481,2.980332569849222,0.0629344668950195,FANCJKO,5UTR,16000
51,531.6455696202534,2.9730653010008843,0.06506046839636384,FANCJKO,5UTR,16000
52,582.2784810126582,2.986737588767929,0.06804121417182588,FANCJKO,5UTR,16000
53,632.9113924050635,2.993310743928953,0.07047263128907842,FANCJKO,5UTR,16000
54,683.5443037974683,2.9811880294637567,0.07224635206537616,FANCJKO,5UTR,16000
55,734.1772151898736,2.9707858676610828,0.07210122671614873,FANCJKO,5UTR,16000
56,784.8101265822784,2.944117543195934,0.07124469112501058,FANCJKO,5UTR,16000
57,835.4430379746836,2.9248090503726165,0.06940745938397024,FANCJKO,5UTR,16000
58,886.0759493670885,2.9206682618327284,0.0660908490760158,FANCJKO,5UTR,16000
59,936.7088607594937,2.925280563459899,0.06386820669210387,FANCJKO,5UTR,16000
60,987.3417721518986,2.914907943194852,0.06174639914501736,FANCJKO,5UTR,16000
61,1037.9746835443038,2.910055007689652,0.060214373977303934,FANCJKO,5UTR,16000
62,1088.6075949367087,2.921138137060558,0.0608113186241306,FANCJKO,5UTR,16000
63,1139.240506329114,2.9268489084855847,0.06171979519294206,FANCJKO,5UTR,16000
64,1189.8734177215188,2.9352374240302934,0.06228666813478823,FANCJKO,5UTR,16000
65,1240.506329113924,2.9260800956578237,0.06190951678084476,FANCJKO,5UTR,16000
66,1291.1392405063293,2.9153534283536153,0.06088238949477264,FANCJKO,5UTR,16000
67,1341.7721518987341,2.9065148089827817,0.06008535209385941,FANCJKO,5UTR,16000
68,1392.4050632911394,2.8880019242728756,0.058688713949270145,FANCJKO,5UTR,16000
69,1443.0379746835442,2.8745836287154685,0.05845437539380229,FANCJKO,5UTR,16000
70,1493.6708860759495,2.867360634770652,0.05857446704973091,FANCJKO,5UTR,16000
71,1544.3037974683543,2.8523988038696944,0.05827141859821367,FANCJKO,5UTR,16000
72,1594.9367088607596,2.840165764954939,0.05796775946796924,FANCJKO,5UTR,16000
73,1645.5696202531644,2.826127722201174,0.057917387105644216,FANCJKO,5UTR,16000
74,1696.2025316455697,2.8078829366015077,0.05635298798129641,FANCJKO,5UTR,16000
75,1746.8354430379745,2.7905995672085235,0.05450603369200568,FANCJKO,5UTR,16000
76,1797.4683544303798,2.7771389563665037,0.05277520018080866,FANCJKO,5UTR,16000
77,1848.1012658227846,2.762530826680654,0.052077747149854636,FANCJKO,5UTR,16000
78,1898.73417721519,2.7547374409073035,0.05155826731848321,FANCJKO,5UTR,16000
79,1949.3670886075947,2.752920148203072,0.05140396588424146,FANCJKO,5UTR,16000
80,2000,2.741928854919287,0.05199853655201892,FANCJKO,5UTR,16000
1,-2000,2.9800867838611653,0.060864156616026684,FANCJKO,intron1,16000
2,-1949.367088607595,2.9883230750415875,0.06195717449916588,FANCJKO,intron1,16000
3,-1898.73417721519,2.991058016343637,0.06325156803338815,FANCJKO,intron1,16000
4,-1848.1012658227849,2.970382402459154,0.06320618536454076,FANCJKO,intron1,16000
5,-1797.4683544303798,2.9509692179009663,0.06285165634721274,FANCJKO,intron1,16000
6,-1746.8354430379748,2.94090329849719,0.06182807815131154,FANCJKO,intron1,16000
7,-1696.2025316455697,2.9292906905002183,0.06357779986054478,FANCJKO,intron1,16000
8,-1645.5696202531644,2.9357887355188232,0.06603871995438809,FANCJKO,intron1,16000
9,-1594.9367088607596,2.950566761268152,0.06715393713377113,FANCJKO,intron1,16000
10,-1544.3037974683543,2.96709686713484,0.06872806915714384,FANCJKO,intron1,16000
11,-1493.6708860759495,2.9755560043859886,0.07002351212599471,FANCJKO,intron1,16000
12,-1443.0379746835442,2.9713721451940915,0.06914468727886398,FANCJKO,intron1,16000
13,-1392.4050632911392,2.9602308607262535,0.06593363285692848,FANCJKO,intron1,16000
14,-1341.7721518987341,2.9574207991760373,0.0632250098543759,FANCJKO,intron1,16000
15,-1291.139240506329,2.959911448346065,0.060071592124033846,FANCJKO,intron1,16000
16,-1240.506329113924,2.958596643450849,0.05868767812937693,FANCJKO,intron1,16000
17,-1189.873417721519,2.9688781562412245,0.0584604241393851,FANCJKO,intron1,16000
18,-1139.240506329114,2.989782278988166,0.05893502333568868,FANCJKO,intron1,16000
19,-1088.607594936709,3.000860732458246,0.05977360859922772,FANCJKO,intron1,16000
20,-1037.9746835443038,3.0221761533203804,0.06092824492073928,FANCJKO,intron1,16000
21,-987.3417721518988,3.038225792034501,0.06154685903897965,FANCJKO,intron1,16000
22,-936.7088607594937,3.041304646695917,0.06173583232718335,FANCJKO,intron1,16000
23,-886.0759493670887,3.0384817317978894,0.06265885739941156,FANCJKO,intron1,16000
24,-835.4430379746836,3.0272659579804433,0.0636939817423115,FANCJKO,intron1,16000
25,-784.8101265822784,3.0045244029356235,0.06376940116331264,FANCJKO,intron1,16000
26,-734.1772151898733,2.9983007038230296,0.0635307585878702,FANCJKO,intron1,16000
27,-683.5443037974683,3.004575180410046,0.062466702425330464,FANCJKO,intron1,16000
28,-632.9113924050632,3.0077607484754023,0.061180555618472264,FANCJKO,intron1,16000
29,-582.2784810126582,3.0129671679116963,0.05969950402415909,FANCJKO,intron1,16000
30,-531.6455696202531,3.005952984076969,0.058177867874676215,FANCJKO,intron1,16000
31,-481.0126582278481,3.0142149374879397,0.05945886855568549,FANCJKO,intron1,16000
32,-430.37974683544303,3.0248652782916903,0.06100864577420588,FANCJKO,intron1,16000
33,-379.746835443038,3.027169782044363,0.061778881622931506,FANCJKO,intron1,16000
34,-329.11392405063293,3.0087368308935996,0.06226827036322226,FANCJKO,intron1,16000
35,-278.4810126582279,2.986362641299461,0.06313188647857457,FANCJKO,intron1,16000
36,-227.84810126582283,2.974073487629354,0.06325307322959188,FANCJKO,intron1,16000
37,-177.21518987341778,2.959925625935361,0.06254297137286682,FANCJKO,intron1,16000
38,-126.58227848101274,2.9467927648987238,0.06078411331764009,FANCJKO,intron1,16000
39,-75.94936708860769,2.9282290589733346,0.05912352256067286,FANCJKO,intron1,16000
40,-25.316455696202638,2.9014667372540273,0.05782896864369008,FANCJKO,intron1,16000
41,25.31645569620241,2.895580274426006,0.05766886328499932,FANCJKO,intron1,16000
42,75.94936708860769,2.8943500631745356,0.057831906220250404,FANCJKO,intron1,16000
43,126.58227848101251,2.881245304650969,0.056982980016713765,FANCJKO,intron1,16000
44,177.21518987341778,2.8795933793737745,0.05618707445894814,FANCJKO,intron1,16000
45,227.8481012658226,2.883224747182878,0.05672559597777258,FANCJKO,intron1,16000
46,278.4810126582279,2.8849395639215922,0.058849906958862754,FANCJKO,intron1,16000
47,329.1139240506327,2.8850063487572655,0.05941925697409327,FANCJKO,intron1,16000
48,379.746835443038,2.882360627716895,0.058792309031405296,FANCJKO,intron1,16000
49,430.37974683544326,2.880903300486945,0.05951000165989617,FANCJKO,intron1,16000
