bin,position,mean,sem,genotype,group
46,278.4810126582279,6.599889255112381,0.16039678378781588,FANCJKO,parallel
47,329.1139240506327,6.3765381543999515,0.15385954135519608,FANCJKO,parallel
48,379.746835443038,6.190941366061161,0.1471212072691084,FANCJKO,parallel
49,430.37974683544326,5.979242438925548,0.13806497600615925,FANCJKO,parallel
50,481.0126582278481,5.816466539062353,0.13307648058862348,FANCJKO,parallel
51,531.6455696202534,5.7010045624847905,0.13227139573620372,FANCJKO,parallel
52,582.2784810126582,5.644302147973124,0.13345754691047104,FANCJKO,parallel
53,632.9113924050635,5.589614423377227,0.13309035820569368,FANCJKO,parallel
54,683.5443037974683,5.5153055197308545,0.13054414678916682,FANCJKO,parallel
55,734.1772151898736,5.427673056258006,0.12669442142186146,FANCJKO,parallel
56,784.8101265822784,5.374019056321481,0.12580339670254218,FANCJKO,parallel
57,835.4430379746836,5.3241127250446905,0.12576240977538536,FANCJKO,parallel
58,886.0759493670885,5.286064880519493,0.12935741056052863,FANCJKO,parallel
59,936.7088607594937,5.274819347741345,0.13670738745474403,FANCJKO,parallel
60,987.3417721518986,5.2659160226712345,0.14053789186380405,FANCJKO,parallel
61,1037.9746835443038,5.265801616187452,0.14356867326979236,FANCJKO,parallel
62,1088.6075949367087,5.236295550576022,0.14344728568911827,FANCJKO,parallel
63,1139.240506329114,5.207249304985252,0.14300521591076085,FANCJKO,parallel
64,1189.8734177215188,5.166382832650593,0.14260059214956264,FANCJKO,parallel
65,1240.506329113924,5.158927471453814,0.14040241325115937,FANCJKO,parallel
66,1291.1392405063293,5.1046215306247396,0.13398311552560604,FANCJKO,parallel
67,1341.7721518987341,5.045282903616274,0.1280807015899073,FANCJKO,parallel
68,1392.4050632911394,5.031792459671396,0.12381529633006028,FANCJKO,parallel
69,1443.0379746835442,5.020806734180106,0.12130251166481754,FANCJKO,parallel
70,1493.6708860759495,5.013895074547346,0.12129887736054129,FANCJKO,parallel
71,1544.3037974683543,4.997262253932505,0.1231307827837056,FANCJKO,parallel
72,1594.9367088607596,4.935122148462354,0.12271272584868623,FANCJKO,parallel
73,1645.5696202531644,4.8782428401300475,0.12173367836374334,FANCJKO,parallel
74,1696.2025316455697,4.842568861954263,0.11961363866632099,FANCJKO,parallel
75,1746.8354430379745,4.831824609982674,0.11604223937809474,FANCJKO,parallel
76,1797.4683544303798,4.811171612001116,0.11364133588482078,FANCJKO,parallel
77,1848.1012658227846,4.82266738045864,0.11518102107070345,FANCJKO,parallel
78,1898.73417721519,4.86154174457439,0.12319191992726343,FANCJKO,parallel
79,1949.3670886075947,4.902423989108389,0.12902960741831493,FANCJKO,parallel
80,2000,4.902983377116605,0.13101817028902313,FANCJKO,parallel
1,-2000,5.902892099333046,0.6297644086352842,FANCJKO,antiparallel
2,-1949.367088607595,5.827638305578659,0.6188551501014933,FANCJKO,antiparallel
3,-1898.73417721519,5.680691176546154,0.5742532456194537,FANCJKO,antiparallel
4,-1848.1012658227849,5.560004817704063,0.49839651994807777,FANCJKO,antiparallel
5,-1797.4683544303798,5.343636489623814,0.4218429109710225,FANCJKO,antiparallel
6,-1746.8354430379748,5.188398597096922,0.37400366744841923,FANCJKO,antiparallel
7,-1696.2025316455697,5.062419964529389,0.3530581540736977,FANCJKO,antiparallel
8,-1645.5696202531644,4.952514407089101,0.3426058425388953,FANCJKO,antiparallel
9,-1594.9367088607596,4.861652411229575,0.34819556339013663,FANCJKO,antiparallel
10,-1544.3037974683543,4.755076093037923,0.34168080907831244,FANCJKO,antiparallel
11,-1493.6708860759495,4.675787701174987,0.3273964698548613,FANCJKO,antiparallel
12,-1443.0379746835442,4.506825063898789,0.28501976577758736,FANCJKO,antiparallel
13,-1392.4050632911392,4.403819718375135,0.26913267936265983,FANCJKO,antiparallel
14,-1341.7721518987341,4.350538485932706,0.26286937147936656,FANCJKO,antiparallel
15,-1291.139240506329,4.276327727254944,0.2609148432297501,FANCJKO,antiparallel
16,-1240.506329113924,4.303368341460157,0.27441455835963613,FANCJKO,antiparallel
17,-1189.873417721519,4.396680255709596,0.2846460743859422,FANCJKO,antiparallel
18,-1139.240506329114,4.414590593321407,0.2879735702052126,FANCJKO,antiparallel
19,-1088.607594936709,4.37260266890336,0.2736553685237789,FANCJKO,antiparallel
20,-1037.9746835443038,4.420343558822698,0.2675229756300735,FANCJKO,antiparallel
21,-987.3417721518988,4.452027685121517,0.2679798617256035,FANCJKO,antiparallel
22,-936.7088607594937,4.42616819217549,0.27414160734467824,FANCJKO,antiparallel
23,-886.0759493670887,4.407321050092356,0.28163747117364246,FANCJKO,antiparallel
24,-835.4430379746836,4.429292599487067,0.2886713663469744,FANCJKO,antiparallel
25,-784.8101265822784,4.3304272306795735,0.2795251317444739,FANCJKO,antiparallel
26,-734.1772151898733,4.301075214702691,0.26366102858135537,FANCJKO,antiparallel
27,-683.5443037974683,4.250571197456388,0.2475892559493692,FANCJKO,antiparallel
28,-632.9113924050632,4.280694717738165,0.25418324749529314,FANCJKO,antiparallel
29,-582.2784810126582,4.295537469476017,0.2630873273164969,FANCJKO,antiparallel
30,-531.6455696202531,4.291317874615466,0.2819937395957132,FANCJKO,antiparallel
31,-481.0126582278481,4.290762070067486,0.27568026054081557,FANCJKO,antiparallel
32,-430.37974683544303,4.360635626667174,0.29221923572393155,FANCJKO,antiparallel
33,-379.746835443038,4.452354629406289,0.33150201607856605,FANCJKO,antiparallel
34,-329.11392405063293,4.5343500051071395,0.3861093999740385,FANCJKO,antiparallel
35,-278.4810126582279,4.791817261264098,0.45656652969444744,FANCJKO,antiparallel
36,-227.84810126582283,5.120963354081064,0.5063288244295374,FANCJKO,antiparallel
37,-177.21518987341778,5.409553147022997,0.53785705017042,FANCJKO,antiparallel
38,-126.58227848101274,5.712941007990149,0.5669268996810791,FANCJKO,antiparallel
39,-75.94936708860769,5.962648180478841,0.6006441303143348,FANCJKO,antiparallel
40,-25.316455696202638,6.141372754527562,0.6146183496851308,FANCJKO,antiparallel
41,25.31645569620241,6.334516215744303,0.6130996935808367,FANCJKO,antiparallel
42,75.94936708860769,6.257135442062397,0.6053939920589125,FANCJKO,antiparallel
43,126.58227848101251,5.985936795756592,0.5695296265026454,FANCJKO,antiparallel
44,177.21518987341778,5.766787422181362,0.5165086545051314,FANCJKO,antiparallel
45,227.8481012658226,5.481717936439893,0.44258478737962975,FANCJKO,antiparallel
46,278.4810126582279,5.281667520404455,0.3953984119588811,FANCJKO,antiparallel
47,329.1139240506327,5.132214455007913,0.36255505166638796,FANCJKO,antiparallel
48,379.746835443038,5.100371958905785,0.35233670695097924,FANCJKO,antiparallel
49,430.37974683544326,5.099318430162781,0.3541876751310048,FANCJKO,antiparallel
50,481.0126582278481,5.023059136605381,0.34673392758139177,FANCJKO,antiparallel
51,531.6455696202534,4.948993593514855,0.3364433989581477,FANCJKO,antiparallel
52,582.2784810126582,4.964118652088725,0.33808874750719936,FANCJKO,antiparallel
53,632.9113924050635,4.900771559729505,0.3401926375495929,FANCJKO,antiparallel
54,683.5443037974683,4.789759836540886,0.33035720716105,FANCJKO,antiparallel
55,734.1772151898736,4.736619876573335,0.31707088725747434,FANCJKO,antiparallel
56,784.8101265822784,4.824676701703475,0.3262464681294301,FANCJKO,antiparallel
57,835.4430379746836,4.911609940758985,0.35147033137229866,FANCJKO,antiparallel
58,886.0759493670885,5.061824944791509,0.3867438764204639,FANCJKO,antiparallel
59,936.7088607594937,5.2219985091377845,0.40802365828364584,FANCJKO,antiparallel
60,987.3417721518986,5.300871688122773,0.4043156849180739,FANCJKO,antiparallel
61,1037.9746835443038,5.3035067716890305,0.37700195702494405,FANCJKO,antiparallel
62,1088.6075949367087,5.161894520127358,0.34546746115184096,FANCJKO,antiparallel
63,1139.240506329114,5.016563334995241,0.3182093452994571,FANCJKO,antiparallel
64,1189.8734177215188,4.865938787943095,0.3012865961518193,FANCJKO,antiparallel
65,1240.506329113924,4.851354254341837,0.2938302422437599,FANCJKO,antiparallel
66,1291.1392405063293,4.911670485399256,0.2965474810444588,FANCJKO,antiparallel
67,1341.7721518987341,5.054943086424871,0.32589712229876283,FANCJKO,antiparallel
68,1392.4050632911394,5.042065323448893,0.3489693240575569,FANCJKO,antiparallel
69,1443.0379746835442,4.980800281155762,0.3798669272293876,FANCJKO,antiparallel
70,1493.6708860759495,4.968853641460191,0.4090151995030036,FANCJKO,antiparallel
71,1544.3037974683543,5.05344951437006,0.46030169428894846,FANCJKO,antiparallel
72,1594.9367088607596,5.1442913752408765,0.5338161926864803,FANCJKO,antiparallel
73,1645.5696202531644,5.1384808746297566,0.5434061944882241,FANCJKO,antiparallel
74,1696.2025316455697,5.1027158698881445,0.521154449268227,FANCJKO,antiparallel
75,1746.8354430379745,5.056899864299973,0.49629928172224025,FANCJKO,antiparallel
76,1797.4683544303798,5.011999834122349,0.50197040866156,FANCJKO,antiparallel
77,1848.1012658227846,4.8563934981206165,0.48957036772030077,FANCJKO,antiparallel
78,1898.73417721519,4.769531260703927,0.4546924332088475,FANCJKO,antiparallel
79,1949.3670886075947,4.625663092311935,0.4140710220782718,FANCJKO,antiparallel
80,2000,4.514293465151716,0.3923751078744243,FANCJKO,antiparallel
1,-2000,5.0367877460975565,0.36826966175440334,FANCJKO,hybrid
2,-1949.367088607595,5.133351520305267,0.3799335274164839,FANCJKO,hybrid
3,-1898.73417721519,5.216753656940568,0.39172342299211227,FANCJKO,hybrid
4,-1848.1012658227849,5.201971920504831,0.3993645016801083,FANCJKO,hybrid
5,-1797.4683544303798,5.134299284805613,0.38452926927023073,FANCJKO,hybrid
6,-1746.8354430379748,5.102741155958562,0.3716312195482311,FANCJKO,hybrid
7,-1696.2025316455697,5.091736374016328,0.3569250813289591,FANCJKO,hybrid
8,-1645.5696202531644,5.065423426193261,0.3328769407537976,FANCJKO,hybrid
9,-1594.9367088607596,4.998575834628171,0.3107950709724132,FANCJKO,hybrid
10,-1544.3037974683543,4.861714835788147,0.28547127414095524,FANCJKO,hybrid
11,-1493.6708860759495,4.713090143560756,0.2558900583237727,FANCJKO,hybrid
12,-1443.0379746835442,4.606968884923638,0.24298641653133338,FANCJKO,hybrid
13,-1392.4050632911392,4.5399394781827285,0.24148451715052358,FANCJKO,hybrid
14,-1341.7721518987341,4.549967319361997,0.254275870168507,FANCJKO,hybrid
15,-1291.139240506329,4.533326627054269,0.2652908431401966,FANCJKO,hybrid
16,-1240.506329113924,4.447986286823248,0.25775428876160955,FANCJKO,hybrid
17,-1189.873417721519,4.369793949869087,0.24708507968771115,FANCJKO,hybrid
18,-1139.240506329114,4.342306320241698,0.2398942274775919,FANCJKO,hybrid
19,-1088.607594936709,4.329159377558783,0.2223132278620877,FANCJKO,hybrid
20,-1037.9746835443038,4.303664084653292,0.20570934269190622,FANCJKO,hybrid
21,-987.3417721518988,4.296839494700202,0.21231677871812293,FANCJKO,hybrid
22,-936.7088607594937,4.3678737589719585,0.22445159832158412,FANCJKO,hybrid
23,-886.0759493670887,4.437001575426843,0.2265479307686424,FANCJKO,hybrid
24,-835.4430379746836,4.566632571743076,0.22751997403908375,FANCJKO,hybrid
25,-784.8101265822784,4.728980169402657,0.24325830859578879,FANCJKO,hybrid
26,-734.1772151898733,4.959790888253926,0.2642257945585236,FANCJKO,hybrid
27,-683.5443037974683,5.1817767644021355,0.2866616691178716,FANCJKO,hybrid
28,-632.9113924050632,5.423293682479258,0.31160544134170565,FANCJKO,hybrid
29,-582.2784810126582,5.676623878583254,0.33820563196514064,FANCJKO,hybrid
30,-531.6455696202531,5.918761718895808,0.3723113412874281,FANCJKO,hybrid
31,-481.0126582278481,6.229434099191676,0.41658270839985984,FANCJKO,hybrid
32,-430.37974683544303,6.5366708569913685,0.48198903029816315,FANCJKO,hybrid
33,-379.746835443038,6.919219248139883,0.5543125318038755,FANCJKO,hybrid
34,-329.11392405063293,7.314105380363327,0.6169798459708373,FANCJKO,hybrid
35,-278.4810126582279,7.82386013278707,0.6751206406960741,FANCJKO,hybrid
36,-227.84810126582283,8.22096349983381,0.7202541642076444,FANCJKO,hybrid
37,-177.21518987341778,8.53328412881259,0.7331715023756389,FANCJKO,hybrid
38,-126.58227848101274,8.750807924356314,0.7292706097930077,FANCJKO,hybrid
39,-75.94936708860769,9.011699323179338,0.705078500860984,FANCJKO,hybrid
40,-25.316455696202638,9.100190033256455,0.6711890420054726,FANCJKO,hybrid
41,25.31645569620241,8.968697231594907,0.6406724139217845,FANCJKO,hybrid
42,75.94936708860769,8.669968120547674,0.609029768422004,FANCJKO,hybrid
43,126.58227848101251,8.423839748788287,0.5852790959344091,FANCJKO,hybrid
44,177.21518987341778,8.050987203745972,0.5432470694728689,FANCJKO,hybrid
45,227.8481012658226,7.573226741201402,0.49874120719700915,FANCJKO,hybrid
46,278.4810126582279,7.108223460600311,0.4553286688422781,FANCJKO,hybrid
47,329.1139240506327,6.795187192222393,0.42890765203829323,FANCJKO,hybrid
48,379.746835443038,6.5288504295671865,0.405949060266471,FANCJKO,hybrid
49,430.37974683544326,6.319913971355555,0.3836165215553117,FANCJKO,hybrid
50,481.0126582278481,6.182665942461414,0.38289607958214095,FANCJKO,hybrid
51,531.6455696202534,6.089591657009336,0.39472337828407267,FANCJKO,hybrid
52,582.2784810126582,6.042756439851908,0.41086390712797993,FANCJKO,hybrid
53,632.9113924050635,6.074388288062788,0.44846346903237594,FANCJKO,hybrid
54,683.5443037974683,6.136313736362349,0.5022981855569405,FANCJKO,hybrid
55,734.1772151898736,6.110173027325477,0.5489879830814751,FANCJKO,hybrid
56,784.8101265822784,6.089344038112894,0.57301464432836,FANCJKO,hybrid
57,835.4430379746836,6.023752763147089,0.5654517205903907,FANCJKO,hybrid
58,886.0759493670885,6.0025710619263535,0.5488157543320508,FANCJKO,hybrid
59,936.7088607594937,5.912472100950494,0.5146501131678132,FANCJKO,hybrid
60,987.3417721518986,5.897139045149668,0.470503755442071,FANCJKO,hybrid
61,1037.9746835443038,5.975855523076875,0.4774625483649802,FANCJKO,hybrid
62,1088.6075949367087,6.00182655018652,0.4878839545206367,FANCJKO,hybrid
63,1139.240506329114,5.996811634940849,0.49834823229857567,FANCJKO,hybrid
64,1189.8734177215188,6.069976275726934,0.5233351248478381,FANCJKO,hybrid
65,1240.506329113924,6.217884014271876,0.5362168924544388,FANCJKO,hybrid
66,1291.1392405063293,6.219578157083187,0.5224380179058914,FANCJKO,hybrid
67,1341.7721518987341,6.2183954239462835,0.5029767380007975,FANCJKO,hybrid
68,1392.4050632911394,6.104701950704312,0.46889659614830836,FANCJKO,hybrid
69,1443.0379746835442,6.040524402143856,0.4460658666875879,FANCJKO,hybrid
70,1493.6708860759495,6.008776150640166,0.4369905861032533,FANCJKO,hybrid
71,1544.3037974683543,5.9837803021952505,0.43009983745362684,FANCJKO,hybrid
72,1594.9367088607596,5.856606330951554,0.419835488406075,FANCJKO,hybrid
73,1645.5696202531644,5.633897880066937,0.3947350122029026,FANCJKO,hybrid
74,1696.2025316455697,5.540641491089655,0.3740192247645669,FANCJKO,hybrid
75,1746.8354430379745,5.451350174664237,0.35032178097615085,FANCJKO,hybrid
76,1797.4683544303798,5.453566905318994,0.36633775914388894,FANCJKO,hybrid
77,1848.1012658227846,5.423201721727795,0.3846497118711071,FANCJKO,hybrid
78,1898.73417721519,5.412351130861549,0.3939944631636928,FANCJKO,hybrid
79,1949.3670886075947,5.516074576819861,0.40863839425124737,FANCJKO,hybrid
80,2000,5.4878320686557975,0.4092455410733729,FANCJKO,hybrid
1,-2000,1.3332924397954529,0.012261430513364983,FANCJKO,none
2,-1949.367088607595,1.325751275937536,0.012138556420668719,FANCJKO,none
3,-1898.73417721519,1.315357954371705,0.012049964943272812,FANCJKO,none
4,-1848.1012658227849,1.308592360476993,0.011956526824693737,FANCJKO,none
5,-1797.4683544303798,1.3039041256511372,0.011863488843630192,FANCJKO,none
6,-1746.8354430379748,1.3043496163019708,0.011886171429702448,FANCJKO,none
7,-1696.2025316455697,1.306824526056369,0.011911148613317334,FANCJKO,none
8,-1645.5696202531644,1.3033735585031299,0.011988528453717898,FANCJKO,none
9,-1594.9367088607596,1.2973708356259932,0.011953979327038438,FANCJKO,none
10,-1544.3037974683543,1.2986993627559955,0.011942000023185802,FANCJKO,none
11,-1493.6708860759495,1.3075393583707606,0.01201019409598771,FANCJKO,none
12,-1443.0379746835442,1.3079062102642105,0.01200278974455909,FANCJKO,none
13,-1392.4050632911392,1.3052280263304243,0.011978636809547855,FANCJKO,none
14,-1341.7721518987341,1.3056796328466291,0.012033580708544324,FANCJKO,none
15,-1291.139240506329,1.3021455750757247,0.011963197857290504,FANCJKO,none
16,-1240.506329113924,1.3003914839470962,0.011933334323416325,FANCJKO,none
17,-1189.873417721519,1.3036955049552545,0.011866425562250227,FANCJKO,none
18,-1139.240506329114,1.3043590132919376,0.011871373160598855,FANCJKO,none
19,-1088.607594936709,1.3064635320069393,0.011944105559847061,FANCJKO,none
20,-1037.9746835443038,1.3066796091732675,0.011967231740666402,FANCJKO,none
21,-987.3417721518988,1.3099127381168865,0.011979034358097919,FANCJKO,none
22,-936.7088607594937,1.3067237058256755,0.011986825578474964,FANCJKO,none
23,-886.0759493670887,1.2995273159853469,0.012023657689986597,FANCJKO,none
24,-835.4430379746836,1.2955958085550456,0.011991469022677177,FANCJKO,none
25,-784.8101265822784,1.2943420498087541,0.011920271346647285,FANCJKO,none
26,-734.1772151898733,1.2961369465302606,0.011931018849488226,FANCJKO,none
27,-683.5443037974683,1.2945779337066659,0.012022797676251123,FANCJKO,none
28,-632.9113924050632,1.2942299487850897,0.011999144553309516,FANCJKO,none
29,-582.2784810126582,1.2941401854129637,0.011956511420548056,FANCJKO,none
30,-531.6455696202531,1.296455989039183,0.011882116928479836,FANCJKO,none
31,-481.0126582278481,1.2908672758082995,0.011790990377440766,FANCJKO,none
32,-430.37974683544303,1.2806502875099384,0.011664355392950543,FANCJKO,none
33,-379.746835443038,1.2923611200936518,0.011711752931127807,FANCJKO,none
34,-329.11392405063293,1.2952582396287118,0.011817665586307324,FANCJKO,none
35,-278.4810126582279,1.2994147849024789,0.011866494033355494,FANCJKO,none
36,-227.84810126582283,1.2956863424957525,0.011838451044840532,FANCJKO,none
37,-177.21518987341778,1.2978189128901556,0.01193212784502672,FANCJKO,none
38,-126.58227848101274,1.2994295291111508,0.012130814068853512,FANCJKO,none
39,-75.94936708860769,1.2962318888939346,0.012139207710110754,FANCJKO,none
40,-25.316455696202638,1.2941311068210983,0.012101305415905523,FANCJKO,none
41,25.31645569620241,1.296659280785461,0.011876148547238142,FANCJKO,none
42,75.94936708860769,1.3007776911838405,0.011816924327928517,FANCJKO,none
43,126.58227848101251,1.3067863413259142,0.011866606493936236,FANCJKO,none
44,177.21518987341778,1.3011744085412518,0.011963027889453588,FANCJKO,none
45,227.8481012658226,1.2988601584566297,0.012003550833657013,FANCJKO,none
46,278.4810126582279,1.2903996169136798,0.011951240323990335,FANCJKO,none
47,329.1139240506327,1.2827072118260496,0.011876292287080396,FANCJKO,none
48,379.746835443038,1.2805041962986734,0.011877123369951729,FANCJKO,none
49,430.37974683544326,1.2825152540947482,0.011920342956106944,FANCJKO,none
50,481.0126582278481,1.2840874946806486,0.01193384953423341,FANCJKO,none
51,531.6455696202534,1.285751173228509,0.011931019183906934,FANCJKO,none
52,582.2784810126582,1.2829857385977277,0.011866179770396298,FANCJKO,none
53,632.9113924050635,1.285670092288661,0.011871106493673834,FANCJKO,none
54,683.5443037974683,1.2895258484799097,0.011867249065489966,FANCJKO,none
55,734.1772151898736,1.2849133775352939,0.011782515555083098,FANCJKO,none
56,784.8101265822784,1.2838969055774216,0.011776363176901302,FANCJKO,none
57,835.4430379746836,1.2821346099217945,0.011771629655937239,FANCJKO,none
58,886.0759493670885,1.279109029449445,0.011758412692276442,FANCJKO,none
59,936.7088607594937,1.2791128043584192,0.011723153312200868,FANCJKO,none
60,987.3417721518986,1.2779803259154754,0.011676470208811898,FANCJKO,none
61,1037.9746835443038,1.280428651568686,0.0116780728245543,FANCJKO,none
62,1088.6075949367087,1.2889311785630708,0.011770325497628608,FANCJKO,none
63,1139.240506329114,1.3013543093535036,0.011881112444625622,FANCJKO,none
64,1189.8734177215188,1.3094909199792772,0.011920093046614682,FANCJKO,none
65,1240.506329113924,1.3076706004100611,0.011913272785689908,FANCJKO,none
66,1291.1392405063293,1.307016055754691,0.011902976659586603,FANCJKO,none
67,1341.7721518987341,1.305672213367585,0.011919428729864226,FANCJKO,none
68,1392.4050632911394,1.2989364345916983,0.011979463276627023,FANCJKO,none
69,1443.0379746835442,1.2966001383532904,0.01197033842921056,FANCJKO,none
70,1493.6708860759495,1.298027267441382,0.011983638446523956,FANCJKO,none
71,1544.3037974683543,1.3027760070318128,0.01207733408508544,FANCJKO,none
72,1594.9367088607596,1.3045869350230066,0.01199630834494915,FANCJKO,none
73,1645.5696202531644,1.305753912937245,0.012011147998168912,FANCJKO,none
74,1696.2025316455697,1.3074169553129469,0.011977591375211812,FANCJKO,none
75,1746.8354430379745,1.312857786948934,0.011900494193363465,FANCJKO,none
76,1797.4683544303798,1.3166306227771738,0.011966316799923445,FANCJKO,none
77,1848.1012658227846,1.3124448742836103,0.011879209816326097,FANCJKO,none
78,1898.73417721519,1.312869761384866,0.011864275722040038,FANCJKO,none
79,1949.3670886075947,1.3180726472452422,0.011987834720963497,FANCJKO,none
80,2000,1.3238042289627816,0.012133742465758102,FANCJKO,none
1,-2000,7.392621708250508,0.15878449443265766,dKO,parallel
2,-1949.367088607595,7.409282192889145,0.1565724657151188,dKO,parallel
3,-1898.73417721519,7.409835944965176,0.1552244114561223,dKO,parallel
4,-1848.1012658227849,7.417763944474765,0.15778488310346142,dKO,parallel
5,-1797.4683544303798,7.421445205576989,0.16209783204668232,dKO,parallel
6,-1746.8354430379748,7.443723018793671,0.16771070040473696,dKO,parallel
7,-1696.2025316455697,7.5250710092392605,0.17316773215365866,dKO,parallel
8,-1645.5696202531644,7.58248837266316,0.17390135683131397,dKO,parallel
9,-1594.9367088607596,7.655861149933935,0.1748370178391287,dKO,parallel
10,-1544.3037974683543,7.686343679206093,0.17273474547765,dKO,parallel
11,-1493.6708860759495,7.657802623828844,0.17108195934403683,dKO,parallel
12,-1443.0379746835442,7.686596801094695,0.1730396743261692,dKO,parallel
13,-1392.4050632911392,7.731355798145687,0.1760988483233311,dKO,parallel
14,-1341.7721518987341,7.811092212124512,0.1837247921045583,dKO,parallel
15,-1291.139240506329,7.865283301850308,0.1892577948858642,dKO,parallel
16,-1240.506329113924,7.917001712255084,0.18996052485751969,dKO,parallel
17,-1189.873417721519,7.887868025511227,0.185689151866084,dKO,parallel
18,-1139.240506329114,7.863263743942948,0.18344501533086974,dKO,parallel
19,-1088.607594936709,7.904615843871032,0.18575510080381893,dKO,parallel
20,-1037.9746835443038,7.938730736330007,0.18684029797411167,dKO,parallel
21,-987.3417721518988,7.973443535190704,0.18842534505372951,dKO,parallel
22,-936.7088607594937,8.011457296276868,0.18864218834736257,dKO,parallel
23,-886.0759493670887,8.01233824725023,0.18404132150267055,dKO,parallel
24,-835.4430379746836,8.00731026051314,0.17764300006982187,dKO,parallel
25,-784.8101265822784,8.082908371442706,0.17599223090907856,dKO,parallel
26,-734.1772151898733,8.196647831454822,0.1774958806719226,dKO,parallel
27,-683.5443037974683,8.26947065696047,0.17943413866048538,dKO,parallel
28,-632.9113924050632,8.36633063448947,0.1814088412371754,dKO,parallel
29,-582.2784810126582,8.480800077588368,0.18382887436130535,dKO,parallel
30,-531.6455696202531,8.657422777092288,0.18779339893584512,dKO,parallel
31,-481.0126582278481,8.811533323174215,0.19401770855656764,dKO,parallel
32,-430.37974683544303,9.015082206547543,0.2049691709395181,dKO,parallel
33,-379.746835443038,9.24265998418195,0.2140353878121526,dKO,parallel
34,-329.11392405063293,9.557153728962913,0.2254573211261264,dKO,parallel
35,-278.4810126582279,9.909104881044597,0.24180866742498766,dKO,parallel
36,-227.84810126582283,10.261022292556948,0.2600871873873087,dKO,parallel
37,-177.21518987341778,10.639596043721033,0.2815137409171629,dKO,parallel
38,-126.58227848101274,10.976203418830048,0.29671725931465537,dKO,parallel
39,-75.94936708860769,11.2380738264343,0.3043021203753242,dKO,parallel
40,-25.316455696202638,11.256239183479172,0.2980561998391938,dKO,parallel
41,25.31645569620241,11.08597980309426,0.2826616450851313,dKO,parallel
42,75.94936708860769,10.840522002746386,0.26334741309502063,dKO,parallel
43,126.58227848101251,10.62220323601772,0.2482676606368824,dKO,parallel
44,177.21518987341778,10.431098649745977,0.2388643409992674,dKO,parallel
45,227.8481012658226,10.171390254096343,0.2294022512498198,dKO,parallel
46,278.4810126582279,9.83923230269369,0.21850219036760382,dKO,parallel
47,329.1139240506327,9.5402179306911,0.21010530722886991,dKO,parallel
48,379.746835443038,9.298757983063393,0.20209069547609035,dKO,parallel
49,430.37974683544326,9.062510360609945,0.1920556032405728,dKO,parallel
50,481.0126582278481,8.842871062260777,0.1841100428920289,dKO,parallel
51,531.6455696202534,8.692028107287571,0.1818128806053958,dKO,parallel
52,582.2784810126582,8.58057504200069,0.18171998913435491,dKO,parallel
53,632.9113924050635,8.497104314398696,0.18243190999202538,dKO,parallel
54,683.5443037974683,8.364101470697493,0.18132038121997895,dKO,parallel
55,734.1772151898736,8.23088370945211,0.1775236530124178,dKO,parallel
56,784.8101265822784,8.149705518088473,0.1748648370625638,dKO,parallel
57,835.4430379746836,8.093074956865726,0.1737210472706788,dKO,parallel
58,886.0759493670885,8.026316924623753,0.17476873318274905,dKO,parallel
59,936.7088607594937,7.955747493473786,0.17845268627946903,dKO,parallel
60,987.3417721518986,7.937309767751924,0.18058314352116678,dKO,parallel
61,1037.9746835443038,7.949045890844694,0.18414315717541843,dKO,parallel
62,1088.6075949367087,7.885036037258143,0.18528990937390477,dKO,parallel
63,1139.240506329114,7.814615695905373,0.18578605895882674,dKO,parallel
64,1189.8734177215188,7.760852645513301,0.18560402369724105,dKO,parallel
65,1240.506329113924,7.753029159973448,0.18315123939584466,dKO,parallel
66,1291.1392405063293,7.730428825581808,0.17785901369004964,dKO,parallel
67,1341.7721518987341,7.709725224965207,0.1711976369975881,dKO,parallel
68,1392.4050632911394,7.6907027475802145,0.16619030089644635,dKO,parallel
69,1443.0379746835442,7.662412939807627,0.16600469450240526,dKO,parallel
70,1493.6708860759495,7.635112381519299,0.1689086847461569,dKO,parallel
71,1544.3037974683543,7.661175116460013,0.1753386108034941,dKO,parallel
72,1594.9367088607596,7.6300784480712185,0.17832819634676805,dKO,parallel
73,1645.5696202531644,7.566897260644048,0.17709692410463132,dKO,parallel
74,1696.2025316455697,7.5324097154810365,0.17377920633508656,dKO,parallel
75,1746.8354430379745,7.479388924836735,0.1695065304737501,dKO,parallel
76,1797.4683544303798,7.391787267320663,0.16683762691748935,dKO,parallel
77,1848.1012658227846,7.390732653876886,0.16750201123569783,dKO,parallel
78,1898.73417721519,7.478177955776056,0.17574897043935842,dKO,parallel
79,1949.3670886075947,7.546206978248006,0.18280100965869434,dKO,parallel
80,2000,7.524522558721294,0.1832166698751907,dKO,parallel
1,-2000,8.565514371940745,0.8306322703336042,dKO,antiparallel
2,-1949.367088607595,8.469324849227174,0.8039358029870366,dKO,antiparallel
3,-1898.73417721519,8.310761643388378,0.7454969352082916,dKO,antiparallel
4,-1848.1012658227849,8.087382623014166,0.6553575546348797,dKO,antiparallel
5,-1797.4683544303798,7.873248652617137,0.570412728947948,dKO,antiparallel
6,-1746.8354430379748,7.7069511924869385,0.5117005532734795,dKO,antiparallel
7,-1696.2025316455697,7.55163758665175,0.4922159732115497,dKO,antiparallel
8,-1645.5696202531644,7.381981160908789,0.48807210484015956,dKO,antiparallel
